BillingID,ReservationID,IssueDate,DueDate,TotalAmount,DiscountAmount,TaxAmount,AmountPaid,PaymentDate,PaymentMethod,Status
10894,4866,2022-03-26,2022-04-02,2277.91,107.04,244.06,2277.91,2022-03-28,Cash,Paid
10895,13970,2022-01-25,2022-02-01,3396.58,0.00,363.92,3396.58,2022-01-27,Bank Transfer,Paid
10896,200,2021-04-05,2021-04-12,2260.47,224.25,242.19,2260.47,2021-04-05,Corporate Account,Paid
10897,1713,2020-08-18,2020-08-25,2535.30,0.00,271.64,2535.30,2020-08-23,Corporate Account,Paid
10898,8115,2020-06-06,2020-06-13,3006.48,0.00,322.12,3006.48,2020-06-06,Bank Transfer,Paid
10899,23773,2020-02-20,2020-02-27,1030.49,0.00,110.41,1030.49,2020-02-21,Cash,Paid
10900,2049,2025-07-08,2025-07-15,2976.73,0.00,318.94,2976.73,2025-07-12,Bank Transfer,Paid
10901,7891,2020-07-21,2020-07-28,582.06,0.00,62.36,582.06,2020-07-21,Credit Card,Paid
10902,10582,2023-01-07,2023-01-14,3340.24,156.97,357.88,3340.24,2023-01-11,Bank Transfer,Paid
10903,22525,2024-07-12,2024-07-19,878.68,0.00,94.14,878.68,2024-07-12,Corporate Account,Paid
10904,20031,2022-06-12,2022-06-19,4361.29,0.00,467.28,4361.29,2022-06-13,Bank Transfer,Paid
10905,1748,2020-12-11,2020-12-18,837.32,39.35,89.71,0.00,,Credit Card,Pending
10906,21527,2024-08-25,2024-09-01,1825.06,0.00,195.54,1825.06,2024-08-30,Corporate Account,Paid
10907,19764,2025-01-26,2025-02-02,919.14,0.00,98.48,0.00,,Cash,Overdue
10908,2401,2021-06-11,2021-06-18,537.23,25.25,57.56,537.23,2021-06-14,Cash,Paid
10909,20633,2023-05-22,2023-05-29,1566.33,0.00,167.82,1566.33,2023-05-27,Cash,Paid
10910,2240,2020-08-05,2020-08-12,917.79,0.00,98.33,917.79,2020-08-06,Corporate Account,Paid
10911,15052,2022-05-28,2022-06-04,3901.70,0.00,418.04,0.00,,Credit Card,Overdue
10912,15514,2024-03-12,2024-03-19,2119.12,0.00,227.05,2119.12,2024-03-17,Credit Card,Paid
10913,9563,2025-02-01,2025-02-08,1473.15,146.15,157.84,0.00,,Credit Card,Pending
10914,6365,2023-04-15,2023-04-22,3473.90,0.00,372.20,0.00,,Bank Transfer,Pending
10915,17485,2023-08-07,2023-08-14,1370.62,64.41,146.85,1370.62,2023-08-08,Credit Card,Paid
10916,11535,2025-07-23,2025-07-30,4978.96,0.00,533.46,4978.96,2025-07-25,Bank Transfer,Paid
10917,2822,2021-08-12,2021-08-19,4214.82,0.00,451.59,0.00,,Corporate Account,Pending
10918,4942,2020-11-17,2020-11-24,2412.91,239.38,258.53,2412.91,2020-11-21,Credit Card,Paid
10919,20192,2021-04-16,2021-04-23,686.89,0.00,73.60,686.89,2021-04-17,Cash,Paid
10920,13940,2022-03-09,2022-03-16,675.81,0.00,72.41,675.81,2022-03-11,Corporate Account,Paid
10921,5738,2021-09-01,2021-09-08,3689.23,0.00,395.27,3689.23,2021-09-05,Credit Card,Paid
10922,3624,2022-04-03,2022-04-10,3673.42,364.43,393.58,3673.42,2022-04-03,Corporate Account,Paid
10923,22549,2023-01-06,2023-01-13,2208.44,0.00,236.62,2208.44,2023-01-07,Corporate Account,Paid
10924,19159,2025-02-02,2025-02-09,4808.09,0.00,515.15,4808.09,2025-02-02,Corporate Account,Paid
10925,24986,2020-08-07,2020-08-14,5054.60,501.45,541.56,5054.60,2020-08-12,Credit Card,Paid
10926,2250,2025-01-12,2025-01-19,2889.88,0.00,309.63,2889.88,2025-01-17,Cash,Paid
10927,3992,2020-05-02,2020-05-09,3567.40,167.64,382.22,3567.40,2020-05-06,Corporate Account,Paid
10928,24548,2022-12-25,2023-01-01,1680.73,0.00,180.08,1680.73,2022-12-26,Corporate Account,Paid
10929,670,2021-07-09,2021-07-16,530.81,0.00,56.87,530.81,2021-07-13,Credit Card,Paid
10930,22693,2022-04-22,2022-04-29,5354.83,0.00,573.73,5354.83,2022-04-24,Cash,Paid
10931,10775,2025-12-24,2025-12-31,2209.56,103.83,236.74,2209.56,2025-12-26,Cash,Paid
10932,580,2021-01-24,2021-01-31,2761.22,0.00,295.84,2761.22,2021-01-28,Bank Transfer,Paid
10933,23190,2025-02-22,2025-03-01,1902.64,0.00,203.85,0.00,,Bank Transfer,Overdue
10934,2063,2022-08-01,2022-08-08,4563.17,214.43,488.91,4563.17,2022-08-05,Credit Card,Paid
10935,7013,2023-09-19,2023-09-26,4454.58,0.00,477.28,4454.58,2023-09-22,Cash,Paid
10936,871,2023-02-07,2023-02-14,287.81,13.53,30.84,287.81,2023-02-11,Credit Card,Paid
10937,21843,2020-11-02,2020-11-09,3809.31,0.00,408.14,3809.31,2020-11-06,Bank Transfer,Paid
10938,7811,2025-12-11,2025-12-18,2094.57,0.00,224.42,0.00,,Credit Card,Pending
10939,9146,2022-01-21,2022-01-28,1272.85,0.00,136.38,1272.85,2022-01-23,Cash,Paid
10940,12991,2025-09-22,2025-09-29,2198.16,0.00,235.52,2198.16,2025-09-22,Bank Transfer,Paid
10941,5812,2020-11-19,2020-11-26,809.30,38.03,86.71,809.30,2020-11-24,Cash,Paid
10942,18101,2020-03-13,2020-03-20,2537.77,0.00,271.90,0.00,,Bank Transfer,Overdue
10943,17730,2025-03-05,2025-03-12,3284.70,0.00,351.93,0.00,,Corporate Account,Pending
10944,19373,2025-01-13,2025-01-20,5709.25,0.00,611.70,5709.25,2025-01-15,Bank Transfer,Paid
10945,13774,2023-03-05,2023-03-12,3054.74,0.00,327.29,3054.74,2023-03-07,Cash,Paid
10946,4021,2025-03-25,2025-04-01,1664.14,78.20,178.30,1664.14,2025-03-27,Corporate Account,Paid
10947,8438,2024-05-25,2024-06-01,5139.46,0.00,550.66,5139.46,2024-05-27,Bank Transfer,Paid
10948,1645,2020-05-14,2020-05-21,2390.36,112.33,256.11,2390.36,2020-05-16,Credit Card,Paid
10949,20258,2022-02-25,2022-03-04,1984.31,0.00,212.60,0.00,,Bank Transfer,Overdue
10950,22261,2025-12-27,2026-01-03,1014.60,0.00,108.71,1014.60,2025-12-27,Bank Transfer,Paid
10951,21146,2024-08-24,2024-08-31,1950.16,0.00,208.95,1950.16,2024-08-29,Corporate Account,Paid
10952,5177,2024-04-18,2024-04-25,3095.66,307.11,331.68,0.00,,Bank Transfer,Overdue
10953,4370,2022-12-07,2022-12-14,3178.99,149.39,340.61,3178.99,2022-12-10,Bank Transfer,Paid
10954,21805,2021-02-24,2021-03-03,3057.23,303.30,327.56,3057.23,2021-02-28,Credit Card,Paid
10955,5200,2025-04-13,2025-04-20,2185.80,102.72,234.19,0.00,,Credit Card,Pending
10956,12192,2023-07-26,2023-08-02,3942.40,0.00,422.40,3942.40,2023-07-30,Cash,Paid
10957,14101,2022-01-06,2022-01-13,1937.33,0.00,207.57,1937.33,2022-01-09,Credit Card,Paid
10958,6992,2024-05-22,2024-05-29,1268.28,0.00,135.89,1268.28,2024-05-23,Corporate Account,Paid
10959,20757,2023-05-22,2023-05-29,2168.91,0.00,232.38,2168.91,2023-05-25,Cash,Paid
10960,19050,2022-11-03,2022-11-10,1462.18,0.00,156.66,1462.18,2022-11-05,Cash,Paid
10961,1230,2022-07-11,2022-07-18,1436.48,67.50,153.91,1436.48,2022-07-15,Cash,Paid
10962,4410,2024-03-10,2024-03-17,1789.37,0.00,191.72,1789.37,2024-03-13,Corporate Account,Paid
10963,16892,2025-10-15,2025-10-22,6358.37,0.00,681.25,6358.37,2025-10-16,Corporate Account,Paid
10964,647,2023-05-23,2023-05-30,2877.81,0.00,308.34,2877.81,2023-05-25,Cash,Paid
10965,10874,2023-12-21,2023-12-28,397.02,0.00,42.54,397.02,2023-12-22,Corporate Account,Paid
10966,21746,2022-07-01,2022-07-08,444.43,70.03,47.62,444.43,2022-07-06,Corporate Account,Paid
10967,20287,2020-08-25,2020-09-01,1126.86,0.00,120.73,1126.86,2020-08-30,Bank Transfer,Paid
10968,17441,2021-07-17,2021-07-24,1343.41,0.00,143.94,1343.41,2021-07-22,Cash,Paid
10969,23305,2023-11-05,2023-11-12,2722.08,0.00,291.65,0.00,,Credit Card,Pending
10970,7538,2021-04-26,2021-05-03,705.02,33.13,75.54,705.02,2021-04-27,Bank Transfer,Paid
10971,3061,2023-03-14,2023-03-21,1351.54,0.00,144.81,1351.54,2023-03-16,Corporate Account,Paid
10972,8907,2024-05-26,2024-06-02,3933.50,0.00,421.45,3933.50,2024-05-27,Bank Transfer,Paid
10973,8260,2024-05-15,2024-05-22,3148.71,0.00,337.36,3148.71,2024-05-19,Bank Transfer,Paid
10974,4733,2023-04-20,2023-04-27,306.54,0.00,32.84,306.54,2023-04-25,Bank Transfer,Paid
10975,10058,2025-05-03,2025-05-10,1334.30,0.00,142.96,1334.30,2025-05-03,Credit Card,Paid
10976,3917,2025-10-27,2025-11-03,5842.84,0.00,626.02,0.00,,Cash,Pending
10977,4644,2023-02-20,2023-02-27,1837.07,0.00,196.83,1837.07,2023-02-22,Corporate Account,Paid
10978,689,2023-09-27,2023-10-04,4449.97,0.00,476.78,4449.97,2023-09-28,Bank Transfer,Paid
10979,20067,2022-04-19,2022-04-26,3397.65,0.00,364.03,3397.65,2022-04-20,Credit Card,Paid
10980,4914,2021-11-16,2021-11-23,1040.78,48.91,111.51,0.00,,Corporate Account,Pending
10981,14726,2021-08-01,2021-08-08,4227.48,0.00,452.94,4227.48,2021-08-02,Credit Card,Paid
10982,20,2020-03-08,2020-03-15,2063.25,204.69,221.06,2063.25,2020-03-11,Corporate Account,Paid
10983,15101,2024-05-27,2024-06-03,964.33,0.00,103.32,0.00,,Corporate Account,Pending
10984,12259,2025-03-01,2025-03-08,2493.09,0.00,267.12,2493.09,2025-03-04,Corporate Account,Paid
10985,16656,2025-02-24,2025-03-03,2335.18,0.00,250.20,2335.18,2025-03-01,Credit Card,Paid
10986,11973,2025-02-17,2025-02-24,4896.54,0.00,524.63,4896.54,2025-02-21,Corporate Account,Paid
10987,24712,2022-05-11,2022-05-18,2382.27,0.00,255.24,2382.27,2022-05-15,Bank Transfer,Paid
10988,10003,2024-12-24,2024-12-31,1563.87,73.49,167.56,1563.87,2024-12-29,Cash,Paid
10989,8089,2025-04-04,2025-04-11,3060.09,143.80,327.87,3060.09,2025-04-05,Corporate Account,Paid
10990,21722,2024-04-28,2024-05-05,692.78,0.00,74.23,692.78,2024-04-29,Cash,Paid
10991,16514,2023-11-03,2023-11-10,3768.18,0.00,403.73,3768.18,2023-11-05,Bank Transfer,Paid
10992,18941,2025-07-02,2025-07-09,2871.67,134.95,307.68,2871.67,2025-07-04,Corporate Account,Paid
10993,22151,2023-09-20,2023-09-27,793.13,0.00,84.98,793.13,2023-09-21,Cash,Paid
10994,14246,2023-10-14,2023-10-21,926.21,0.00,99.24,926.21,2023-10-15,Corporate Account,Paid
10995,12593,2021-10-19,2021-10-26,3340.62,0.00,357.92,3340.62,2021-10-23,Corporate Account,Paid
10996,15507,2024-04-20,2024-04-27,1484.47,0.00,159.05,0.00,,Cash,Pending
10997,18706,2023-01-08,2023-01-15,2869.84,0.00,307.48,2869.84,2023-01-09,Bank Transfer,Paid
10998,2825,2021-06-13,2021-06-20,1747.49,0.00,187.23,1747.49,2021-06-15,Credit Card,Paid
10999,14858,2023-07-11,2023-07-18,2677.18,265.59,286.84,2677.18,2023-07-12,Credit Card,Paid
11000,6485,2022-07-21,2022-07-28,1101.43,173.54,118.01,0.00,,Bank Transfer,Pending
11001,23626,2023-07-04,2023-07-11,828.14,0.00,88.73,828.14,2023-07-08,Corporate Account,Paid
11002,4145,2024-01-20,2024-01-27,1825.69,85.79,195.61,1825.69,2024-01-25,Corporate Account,Paid
11003,23691,2022-12-13,2022-12-20,1057.53,0.00,113.31,1057.53,2022-12-14,Cash,Paid
11004,9833,2020-08-09,2020-08-16,3290.16,0.00,352.52,3290.16,2020-08-10,Credit Card,Paid
11005,5903,2024-03-11,2024-03-18,1303.20,0.00,139.63,0.00,,Cash,Pending
11006,13469,2020-09-01,2020-09-08,999.18,46.95,107.05,0.00,,Credit Card,Pending
11007,13650,2020-01-17,2020-01-24,1658.69,77.95,177.72,1658.69,2020-01-19,Bank Transfer,Paid
11008,12095,2021-02-04,2021-02-11,575.78,128.52,61.69,575.78,2021-02-08,Cash,Paid
11009,24894,2024-07-07,2024-07-14,1217.47,120.78,130.44,1217.47,2024-07-08,Corporate Account,Paid
11010,2801,2022-09-11,2022-09-18,3031.21,0.00,324.77,3031.21,2022-09-13,Corporate Account,Paid
11011,13573,2020-05-16,2020-05-23,5185.68,0.00,555.61,5185.68,2020-05-16,Cash,Paid
11012,8900,2022-07-06,2022-07-13,6308.54,296.45,675.92,6308.54,2022-07-07,Bank Transfer,Paid
11013,17508,2020-08-07,2020-08-14,2092.80,0.00,224.23,2092.80,2020-08-10,Credit Card,Paid
11014,11013,2021-01-14,2021-01-21,5255.14,0.00,563.05,5255.14,2021-01-19,Cash,Paid
11015,6178,2025-09-16,2025-09-23,998.40,0.00,106.97,998.40,2025-09-16,Corporate Account,Paid
11016,13316,2022-01-24,2022-01-31,1149.26,54.01,123.14,1149.26,2022-01-26,Credit Card,Paid
11017,15673,2022-03-21,2022-03-28,383.84,0.00,41.13,383.84,2022-03-23,Bank Transfer,Paid
11018,21890,2022-12-26,2023-01-02,1670.40,0.00,178.97,1670.40,2022-12-29,Bank Transfer,Paid
11019,8829,2023-10-17,2023-10-24,538.36,0.00,57.68,538.36,2023-10-19,Cash,Paid
11020,3657,2024-05-03,2024-05-10,3002.84,0.00,321.73,3002.84,2024-05-04,Credit Card,Paid
11021,6426,2020-10-11,2020-10-18,1866.81,185.20,200.02,1866.81,2020-10-11,Credit Card,Paid
11022,17810,2022-07-25,2022-08-01,1881.74,0.00,201.62,1881.74,2022-07-25,Credit Card,Paid
11023,10011,2024-07-10,2024-07-17,3684.52,0.00,394.77,0.00,,Cash,Pending
11024,20427,2022-06-22,2022-06-29,1998.31,93.91,214.10,1998.31,2022-06-22,Bank Transfer,Paid
11025,7362,2020-06-01,2020-06-08,3063.94,0.00,328.28,3063.94,2020-06-02,Bank Transfer,Paid
11026,8310,2021-05-17,2021-05-24,2577.91,0.00,276.20,2577.91,2021-05-22,Credit Card,Paid
11027,14839,2020-06-24,2020-07-01,1423.45,0.00,152.51,1423.45,2020-06-28,Credit Card,Paid
11028,24778,2025-07-07,2025-07-14,900.57,0.00,96.49,900.57,2025-07-11,Corporate Account,Paid
11029,2355,2025-01-10,2025-01-17,6914.62,0.00,740.85,6914.62,2025-01-12,Cash,Paid
11030,1137,2020-03-14,2020-03-21,3062.44,143.91,328.12,3062.44,2020-03-19,Corporate Account,Paid
11031,385,2025-07-27,2025-08-03,1150.49,0.00,123.27,1150.49,2025-07-31,Bank Transfer,Paid
11032,5221,2024-11-13,2024-11-20,534.06,0.00,57.22,534.06,2024-11-18,Cash,Paid
11033,14844,2021-01-22,2021-01-29,1137.24,112.82,121.85,1137.24,2021-01-27,Credit Card,Paid
11034,14932,2021-01-15,2021-01-22,1753.34,0.00,187.86,1753.34,2021-01-16,Bank Transfer,Paid
11035,12352,2021-12-27,2022-01-03,1053.91,0.00,112.92,1053.91,2021-12-31,Credit Card,Paid
11036,16409,2020-03-02,2020-03-09,1032.24,0.00,110.60,1032.24,2020-03-03,Credit Card,Paid
11037,4647,2021-07-22,2021-07-29,2076.76,0.00,222.51,2076.76,2021-07-23,Cash,Paid
11038,2461,2020-08-23,2020-08-30,4441.01,208.69,475.82,4441.01,2020-08-24,Corporate Account,Paid
11039,4935,2021-12-24,2021-12-31,3090.20,0.00,331.09,3090.20,2021-12-28,Corporate Account,Paid
11040,5333,2020-06-23,2020-06-30,3802.84,0.00,407.45,0.00,,Credit Card,Pending
11041,19378,2021-11-22,2021-11-29,1761.93,0.00,188.78,1761.93,2021-11-27,Corporate Account,Paid
11042,3189,2024-05-23,2024-05-30,407.11,0.00,43.62,0.00,,Cash,Overdue
11043,15628,2023-12-07,2023-12-14,4281.92,0.00,458.78,4281.92,2023-12-08,Corporate Account,Paid
11044,6015,2021-02-05,2021-02-12,2927.34,137.56,313.64,2927.34,2021-02-05,Cash,Paid
11045,24726,2021-06-05,2021-06-12,2230.52,221.28,238.98,0.00,,Bank Transfer,Pending
11046,3440,2021-05-06,2021-05-13,1264.31,0.00,135.46,1264.31,2021-05-11,Credit Card,Paid
11047,16288,2022-10-01,2022-10-08,632.47,0.00,67.76,632.47,2022-10-01,Credit Card,Paid
11048,20924,2020-02-01,2020-02-08,3263.78,0.00,349.69,3263.78,2020-02-01,Corporate Account,Paid
11049,2168,2025-02-21,2025-02-28,1727.20,0.00,185.06,1727.20,2025-02-25,Corporate Account,Paid
11050,6518,2024-09-04,2024-09-11,2954.28,0.00,316.53,2954.28,2024-09-05,Cash,Paid
11051,2293,2024-02-09,2024-02-16,1403.07,139.19,150.33,0.00,,Bank Transfer,Pending
11052,19169,2024-07-07,2024-07-14,1119.11,0.00,119.90,1119.11,2024-07-09,Credit Card,Paid
11053,22822,2022-09-24,2022-10-01,3265.50,0.00,349.87,3265.50,2022-09-25,Cash,Paid
11054,16580,2025-06-17,2025-06-24,598.88,0.00,64.17,598.88,2025-06-19,Corporate Account,Paid
11055,3221,2020-07-26,2020-08-02,4663.36,0.00,499.65,4663.36,2020-07-27,Credit Card,Paid
11056,14402,2021-10-11,2021-10-18,5096.92,0.00,546.10,5096.92,2021-10-12,Corporate Account,Paid
11057,3962,2023-01-27,2023-02-03,997.76,222.71,106.90,0.00,,Bank Transfer,Pending
11058,18374,2022-06-10,2022-06-17,3883.69,0.00,416.11,3883.69,2022-06-11,Credit Card,Paid
11059,21123,2022-09-16,2022-09-23,1666.97,165.37,178.60,1666.97,2022-09-16,Corporate Account,Paid
11060,1207,2021-12-17,2021-12-24,5413.10,0.00,579.97,5413.10,2021-12-17,Corporate Account,Paid
11061,23519,2025-03-27,2025-04-03,2743.79,128.94,293.98,2743.79,2025-03-29,Credit Card,Paid
11062,15368,2020-12-19,2020-12-26,3012.52,0.00,322.77,3012.52,2020-12-22,Corporate Account,Paid
11063,16945,2022-12-11,2022-12-18,3787.90,0.00,405.85,3787.90,2022-12-12,Bank Transfer,Paid
11064,13163,2025-05-02,2025-05-09,3408.88,0.00,365.24,3408.88,2025-05-03,Credit Card,Paid
11065,18875,2020-09-16,2020-09-23,3183.90,0.00,341.13,3183.90,2020-09-21,Cash,Paid
11066,22507,2021-08-15,2021-08-22,1737.37,0.00,186.15,1737.37,2021-08-18,Corporate Account,Paid
11067,24330,2025-02-09,2025-02-16,1172.06,0.00,125.58,1172.06,2025-02-14,Bank Transfer,Paid
11068,11077,2022-02-07,2022-02-14,801.56,0.00,85.88,801.56,2022-02-11,Cash,Paid
11069,2642,2020-11-01,2020-11-08,1046.69,0.00,112.15,1046.69,2020-11-01,Credit Card,Paid
11070,15763,2024-05-25,2024-06-01,2706.98,0.00,290.03,2706.98,2024-05-27,Credit Card,Paid
11071,20910,2024-07-17,2024-07-24,5541.18,0.00,593.70,0.00,,Credit Card,Pending
11072,19859,2024-12-08,2024-12-15,2593.75,0.00,277.90,2593.75,2024-12-13,Cash,Paid
11073,3201,2025-05-28,2025-06-04,4445.63,0.00,476.32,4445.63,2025-05-29,Bank Transfer,Paid
11074,9985,2024-11-20,2024-11-27,1798.11,283.32,192.66,0.00,,Credit Card,Overdue
11075,12238,2022-05-18,2022-05-25,2086.05,0.00,223.51,2086.05,2022-05-18,Bank Transfer,Paid
11076,4396,2021-09-01,2021-09-08,820.13,0.00,87.87,820.13,2021-09-02,Credit Card,Paid
11077,16158,2020-07-20,2020-07-27,1572.51,0.00,168.48,1572.51,2020-07-25,Cash,Paid
11078,24829,2021-06-10,2021-06-17,5765.73,0.00,617.76,5765.73,2021-06-10,Bank Transfer,Paid
11079,11943,2024-02-04,2024-02-11,728.72,0.00,78.08,728.72,2024-02-04,Cash,Paid
11080,2462,2023-03-04,2023-03-11,1836.41,0.00,196.76,1836.41,2023-03-04,Cash,Paid
11081,23847,2020-06-08,2020-06-15,1248.74,0.00,133.79,1248.74,2020-06-13,Credit Card,Paid
11082,504,2025-02-21,2025-02-28,6127.65,0.00,656.53,6127.65,2025-02-23,Credit Card,Paid
11083,4238,2024-11-18,2024-11-25,1826.04,0.00,195.65,1826.04,2024-11-22,Cash,Paid
11084,8178,2021-06-21,2021-06-28,573.08,0.00,61.40,573.08,2021-06-26,Bank Transfer,Paid
11085,17884,2022-07-24,2022-07-31,4985.47,0.00,534.16,0.00,,Credit Card,Pending
11086,4232,2021-01-27,2021-02-03,4716.74,0.00,505.36,0.00,,Corporate Account,Pending
11087,8481,2025-04-11,2025-04-18,546.34,0.00,58.54,546.34,2025-04-14,Cash,Paid
11088,10044,2022-05-21,2022-05-28,1885.45,88.60,202.01,1885.45,2022-05-25,Bank Transfer,Paid
11089,3621,2025-08-25,2025-09-01,1462.52,0.00,156.70,0.00,,Cash,Pending
11090,2535,2022-10-15,2022-10-22,4030.01,0.00,431.79,4030.01,2022-10-17,Bank Transfer,Paid
11091,24075,2020-01-05,2020-01-12,1969.40,0.00,211.01,1969.40,2020-01-10,Cash,Paid
11092,1374,2022-08-05,2022-08-12,1858.84,0.00,199.16,1858.84,2022-08-05,Bank Transfer,Paid
11093,10789,2023-10-11,2023-10-18,3412.32,160.35,365.61,3412.32,2023-10-11,Bank Transfer,Paid
11094,18874,2025-06-17,2025-06-24,2420.14,0.00,259.30,2420.14,2025-06-17,Credit Card,Paid
11095,13721,2025-10-17,2025-10-24,3327.42,0.00,356.51,3327.42,2025-10-21,Credit Card,Paid
11096,14048,2020-12-21,2020-12-28,676.61,31.80,72.49,676.61,2020-12-22,Cash,Paid
11097,1789,2022-05-26,2022-06-02,3749.77,0.00,401.76,3749.77,2022-05-29,Cash,Paid
11098,17798,2023-04-09,2023-04-16,4188.50,0.00,448.77,4188.50,2023-04-10,Cash,Paid
11099,2717,2020-10-20,2020-10-27,1416.76,0.00,151.80,1416.76,2020-10-21,Cash,Paid
11100,3766,2023-01-07,2023-01-14,3068.91,0.00,328.81,3068.91,2023-01-08,Cash,Paid
11101,7044,2024-08-14,2024-08-21,313.82,0.00,33.62,313.82,2024-08-17,Corporate Account,Paid
11102,18151,2021-06-28,2021-07-05,1923.63,190.84,206.10,1923.63,2021-07-02,Bank Transfer,Paid
11103,21253,2023-01-28,2023-02-04,6300.97,0.00,675.10,6300.97,2023-01-29,Credit Card,Paid
11104,7826,2023-03-25,2023-04-01,3910.63,0.00,419.00,3910.63,2023-03-30,Corporate Account,Paid
11105,12251,2022-07-07,2022-07-14,2842.92,133.60,304.60,2842.92,2022-07-07,Cash,Paid
11106,5499,2021-09-26,2021-10-03,4599.84,216.16,492.84,4599.84,2021-09-28,Credit Card,Paid
11107,4459,2022-07-02,2022-07-09,1119.02,0.00,119.90,1119.02,2022-07-04,Bank Transfer,Paid
11108,19193,2024-03-25,2024-04-01,1799.40,0.00,192.79,1799.40,2024-03-25,Corporate Account,Paid
11109,10762,2025-07-12,2025-07-19,898.33,0.00,96.25,898.33,2025-07-14,Bank Transfer,Paid
11110,870,2021-09-24,2021-10-01,4915.57,0.00,526.67,4915.57,2021-09-25,Credit Card,Paid
11111,10615,2023-05-12,2023-05-19,2098.21,0.00,224.81,2098.21,2023-05-13,Cash,Paid
11112,22727,2023-08-26,2023-09-02,2942.03,138.25,315.22,2942.03,2023-08-27,Credit Card,Paid
11113,19279,2023-07-28,2023-08-04,1207.45,0.00,129.37,1207.45,2023-07-28,Bank Transfer,Paid
11114,11242,2024-01-06,2024-01-13,4990.84,1114.03,534.73,4990.84,2024-01-06,Credit Card,Paid
11115,563,2021-10-21,2021-10-28,3697.02,0.00,396.11,0.00,,Credit Card,Pending
11116,7239,2024-09-21,2024-09-28,3233.18,0.00,346.41,3233.18,2024-09-24,Cash,Paid
11117,10311,2024-12-24,2024-12-31,3794.74,0.00,406.58,3794.74,2024-12-26,Credit Card,Paid
11118,6658,2020-09-15,2020-09-22,815.89,0.00,87.42,815.89,2020-09-19,Corporate Account,Paid
11119,6358,2020-08-03,2020-08-10,744.44,34.98,79.76,744.44,2020-08-05,Credit Card,Paid
11120,23585,2025-10-04,2025-10-11,1944.38,192.89,208.33,0.00,,Bank Transfer,Pending
11121,10346,2021-11-14,2021-11-21,1287.65,0.00,137.96,1287.65,2021-11-19,Credit Card,Paid
11122,8250,2020-12-05,2020-12-12,3006.52,298.27,322.13,0.00,,Bank Transfer,Pending
11123,18763,2023-09-28,2023-10-05,1775.54,176.15,190.24,1775.54,2023-10-01,Bank Transfer,Paid
11124,22938,2025-07-18,2025-07-25,1095.06,0.00,117.33,1095.06,2025-07-21,Cash,Paid
11125,9383,2021-11-01,2021-11-08,1528.59,0.00,163.78,1528.59,2021-11-02,Credit Card,Paid
11126,2395,2022-12-07,2022-12-14,1613.83,0.00,172.91,1613.83,2022-12-08,Credit Card,Paid
11127,3591,2022-12-10,2022-12-17,1047.56,0.00,112.24,1047.56,2022-12-13,Credit Card,Paid
11128,6869,2023-01-03,2023-01-10,2552.48,0.00,273.48,2552.48,2023-01-08,Credit Card,Paid
11129,16270,2021-06-18,2021-06-25,1788.83,0.00,191.66,1788.83,2021-06-22,Bank Transfer,Paid
11130,1086,2024-08-05,2024-08-12,3111.22,146.20,333.35,3111.22,2024-08-08,Cash,Paid
11131,9925,2020-11-05,2020-11-12,556.70,0.00,59.65,556.70,2020-11-08,Corporate Account,Paid
11132,6587,2023-12-08,2023-12-15,837.37,0.00,89.72,837.37,2023-12-10,Bank Transfer,Paid
11133,18449,2021-10-07,2021-10-14,985.50,46.31,105.59,985.50,2021-10-07,Corporate Account,Paid
11134,19509,2020-12-18,2020-12-25,4260.14,0.00,456.44,0.00,,Corporate Account,Pending
11135,39,2023-11-18,2023-11-25,959.87,0.00,102.84,959.87,2023-11-20,Credit Card,Paid
11136,12788,2020-11-19,2020-11-26,5948.21,0.00,637.31,5948.21,2020-11-21,Bank Transfer,Paid
11137,15483,2022-06-04,2022-06-11,1788.24,0.00,191.60,1788.24,2022-06-08,Corporate Account,Paid
11138,9034,2021-06-01,2021-06-08,2522.99,0.00,270.32,0.00,,Cash,Pending
11139,2909,2020-05-11,2020-05-18,2042.44,321.81,218.83,2042.44,2020-05-16,Credit Card,Paid
11140,696,2021-10-26,2021-11-02,1340.75,0.00,143.65,0.00,,Cash,Pending
11141,5747,2020-09-15,2020-09-22,1956.59,0.00,209.63,1956.59,2020-09-19,Cash,Paid
11142,10666,2021-07-24,2021-07-31,1961.79,0.00,210.19,0.00,,Credit Card,Pending
11143,15358,2021-10-11,2021-10-18,2247.18,105.60,240.77,2247.18,2021-10-15,Cash,Paid
11144,5965,2024-04-05,2024-04-12,1777.17,0.00,190.41,0.00,,Bank Transfer,Overdue
11145,19444,2023-08-01,2023-08-08,1464.86,145.32,156.95,1464.86,2023-08-02,Bank Transfer,Paid
11146,8127,2022-12-01,2022-12-08,992.45,98.46,106.33,992.45,2022-12-01,Cash,Paid
11147,13068,2021-07-23,2021-07-30,931.79,43.79,99.83,931.79,2021-07-25,Corporate Account,Paid
11148,14935,2023-12-01,2023-12-08,1341.64,0.00,143.75,1341.64,2023-12-06,Bank Transfer,Paid
11149,17834,2025-09-08,2025-09-15,2925.86,137.49,313.49,2925.86,2025-09-10,Corporate Account,Paid
11150,15566,2024-01-03,2024-01-10,1928.88,90.64,206.67,1928.88,2024-01-04,Credit Card,Paid
11151,16937,2023-05-16,2023-05-23,4573.28,0.00,489.99,0.00,,Bank Transfer,Pending
11152,22852,2025-03-20,2025-03-27,3135.74,147.36,335.97,3135.74,2025-03-23,Corporate Account,Paid
