ServiceUsageID,GuestID,ServiceID,UsageDate,Quantity,UnitCost,TotalCost
18368,1017,13,2023-01-04,2,18.85,37.71
18369,2508,10,2022-03-15,1,4.90,4.90
18370,2815,14,2020-07-03,1,14.32,14.32
18371,1657,14,2022-06-04,3,15.19,45.58
18372,210,10,2025-06-16,1,5.63,5.63
18373,929,3,2025-05-26,4,53.63,214.51
18374,1512,14,2022-05-04,3,15.53,46.58
18375,227,5,2023-05-21,3,8.95,26.85
18376,149,15,2022-04-28,1,43.69,43.69
18377,838,3,2024-01-18,3,52.22,156.65
18378,2328,12,2020-09-15,6,50.70,304.23
18379,670,8,2022-05-12,2,16.74,33.48
18380,2360,3,2023-03-07,2,60.53,121.05
18381,843,5,2020-07-05,1,10.91,10.91
18382,2806,14,2023-06-15,1,17.50,17.50
18383,2748,1,2025-06-26,4,26.23,104.91
18384,1759,3,2020-09-18,2,55.30,110.61
18385,1833,13,2023-12-24,6,21.88,131.25
18386,10,7,2021-10-18,1,63.71,63.71
18387,2812,10,2024-03-02,1,4.56,4.56
18388,817,2,2025-07-02,2,37.43,74.87
18389,1493,13,2020-05-20,2,19.24,38.47
18390,725,9,2022-05-10,1,9.13,9.13
18391,1758,5,2020-03-18,2,14.31,28.62
18392,1201,8,2024-03-24,9,13.33,119.96
18393,871,10,2023-07-14,1,5.20,5.20
18394,1098,15,2020-04-30,1,47.90,47.90
18395,2771,9,2021-06-10,1,11.47,11.47
18396,1680,8,2024-03-29,2,12.88,25.76
18397,655,1,2021-09-10,4,27.98,111.94
18398,1918,14,2025-11-07,1,15.02,15.02
18399,2836,6,2022-05-06,1,71.72,71.72
18400,2531,15,2025-09-16,1,49.25,49.25
18401,983,4,2023-10-09,1,65.59,65.59
18402,2165,1,2022-05-29,4,22.48,89.93
18403,1488,12,2024-02-10,2,49.53,99.06
18404,883,11,2025-06-02,1,27.04,27.04
18405,163,1,2020-03-19,4,24.51,98.03
18406,780,6,2024-02-16,1,82.53,82.53
18407,2270,4,2021-08-14,1,55.00,55.00
18408,201,3,2020-10-17,4,63.68,254.73
18409,904,8,2020-04-16,7,13.33,93.34
18410,1493,14,2021-11-02,1,12.11,12.11
18411,1225,2,2020-05-17,1,35.46,35.46
18412,1483,14,2022-03-12,4,12.12,48.49
18413,596,3,2022-07-09,2,62.66,125.32
18414,1693,5,2021-09-30,1,13.92,13.92
18415,2381,12,2023-12-11,3,46.30,138.89
18416,1681,15,2020-10-03,1,42.49,42.49
18417,2776,12,2021-07-16,3,45.75,137.24
18418,2899,5,2021-07-17,3,9.03,27.08
18419,1678,3,2021-08-02,1,55.67,55.67
18420,1560,15,2020-12-03,1,45.31,45.31
18421,1087,9,2020-11-23,1,11.57,11.57
18422,157,3,2025-02-09,1,64.00,64.00
18423,1320,12,2022-03-05,4,54.28,217.11
18424,1374,3,2025-05-23,1,54.49,54.49
18425,798,13,2022-12-14,6,19.54,117.25
18426,772,12,2025-02-03,3,46.62,139.87
18427,2356,3,2024-04-01,4,55.48,221.93
18428,2664,6,2020-08-08,1,78.20,78.20
18429,1768,9,2021-09-10,1,11.55,11.55
18430,2701,4,2025-03-08,1,61.31,61.31
18431,2078,6,2020-12-25,1,73.49,73.49
18432,1272,14,2023-08-21,4,15.32,61.30
18433,90,15,2025-04-10,1,42.21,42.21
18434,169,11,2022-11-30,1,29.01,29.01
18435,7,5,2023-08-21,4,14.49,57.98
18436,263,2,2025-02-19,3,32.56,97.69
18437,1884,15,2021-07-01,1,45.02,45.02
18438,2739,10,2023-02-12,1,5.36,5.36
18439,573,9,2022-09-23,1,11.43,11.43
18440,1167,11,2020-10-31,1,34.18,34.18
18441,2793,10,2024-03-17,1,5.37,5.37
18442,246,14,2023-09-19,2,12.53,25.05
18443,1991,1,2021-05-25,2,27.92,55.83
18444,526,4,2020-07-09,1,80.89,80.89
18445,1169,10,2020-09-14,1,4.58,4.58
18446,64,1,2025-06-09,3,22.80,68.41
18447,1723,14,2023-08-16,3,14.03,42.08
18448,110,6,2025-05-07,1,82.11,82.11
18449,563,11,2021-11-27,1,34.83,34.83
18450,442,15,2020-10-07,1,48.84,48.84
18451,2039,9,2020-09-02,1,9.41,9.41
18452,462,5,2024-07-15,1,10.72,10.72
18453,1908,8,2021-11-09,9,15.06,135.50
18454,1394,10,2024-04-14,1,4.14,4.14
18455,934,14,2020-12-22,2,17.99,35.98
18456,2766,4,2021-01-13,1,54.44,54.44
18457,2735,13,2023-11-08,2,19.43,38.87
18458,983,13,2023-11-16,3,18.19,54.57
18459,1514,13,2023-11-01,5,21.74,108.71
18460,2026,1,2025-08-19,4,26.84,107.35
18461,2307,15,2020-02-02,1,49.23,49.23
18462,2786,5,2024-03-07,4,9.58,38.33
18463,1973,5,2024-12-26,1,11.01,11.01
18464,1425,5,2021-12-16,1,13.51,13.51
18465,328,3,2025-07-10,1,61.40,61.40
18466,1960,1,2023-03-02,2,23.55,47.10
18467,844,4,2024-01-31,1,73.92,73.92
18468,2792,8,2020-06-04,3,12.05,36.16
18469,190,11,2020-08-10,1,33.84,33.84
18470,2800,6,2025-05-15,1,81.21,81.21
18471,854,12,2020-05-27,2,53.50,107.00
18472,2149,15,2022-08-12,1,48.16,48.16
18473,1524,15,2025-05-26,1,40.78,40.78
18474,706,1,2024-05-08,3,22.95,68.84
18475,194,6,2022-12-29,1,71.60,71.60
18476,212,11,2025-09-17,1,30.78,30.78
18477,2203,2,2020-08-28,2,37.20,74.41
18478,1490,10,2020-08-23,1,5.31,5.31
18479,147,4,2024-08-28,1,78.35,78.35
18480,1880,3,2025-04-02,1,53.15,53.15
18481,1698,1,2025-02-24,3,26.47,79.40
18482,488,8,2024-07-09,2,14.66,29.32
18483,2972,5,2025-04-23,6,12.07,72.42
18484,148,9,2021-07-12,1,10.51,10.51
18485,1552,7,2022-07-24,1,66.17,66.17
18486,1489,1,2024-08-08,3,26.98,80.94
18487,1135,6,2025-01-21,1,85.33,85.33
18488,900,2,2022-08-27,3,35.64,106.91
18489,1612,4,2023-07-22,1,60.04,60.04
18490,2153,5,2023-05-04,4,13.12,52.48
18491,1514,8,2025-04-16,3,14.36,43.08
18492,2540,12,2021-07-17,1,49.16,49.16
18493,1663,6,2024-07-25,1,83.38,83.38
18494,2079,5,2021-11-29,4,12.23,48.91
18495,1057,13,2022-05-01,3,21.33,63.99
18496,1014,4,2023-07-25,1,50.20,50.20
18497,24,5,2025-06-19,5,13.58,67.90
18498,1141,12,2023-04-15,6,48.55,291.28
18499,2827,9,2025-12-09,1,11.17,11.17
18500,1024,8,2023-09-02,5,17.34,86.71
18501,1623,15,2020-03-17,1,40.86,40.86
18502,2231,8,2021-08-18,2,12.72,25.43
18503,451,15,2020-02-05,1,46.05,46.05
18504,2029,11,2022-08-11,1,33.11,33.11
18505,2031,4,2020-12-03,1,64.66,64.66
18506,703,14,2021-10-07,3,14.03,42.09
18507,2008,10,2020-02-29,1,5.43,5.43
18508,1022,15,2023-09-30,1,46.87,46.87
18509,518,15,2022-03-25,1,45.45,45.45
18510,2305,10,2024-06-12,1,5.22,5.22
18511,470,3,2021-02-03,1,61.14,61.14
18512,2981,7,2021-05-21,1,64.55,64.55
18513,1169,6,2022-07-01,1,72.48,72.48
18514,1914,6,2025-03-28,1,83.49,83.49
18515,2143,1,2023-02-01,1,25.02,25.02
18516,689,2,2022-11-06,3,31.38,94.14
18517,1170,4,2022-01-09,1,63.93,63.93
18518,1792,1,2021-01-29,3,25.05,75.16
18519,75,8,2025-06-24,8,16.10,128.77
18520,2372,6,2023-02-09,1,80.90,80.90
18521,1896,7,2021-12-02,1,55.07,55.07
18522,171,3,2025-09-12,4,59.14,236.54
18523,996,15,2021-08-24,1,41.71,41.71
18524,1596,10,2020-03-23,1,5.85,5.85
18525,1013,2,2021-12-22,3,31.91,95.72
18526,2865,6,2021-08-07,1,89.52,89.52
18527,1461,1,2025-08-02,4,23.25,92.99
18528,1546,7,2021-08-29,1,69.62,69.62
18529,267,6,2022-07-09,1,83.82,83.82
18530,2885,6,2022-12-28,1,81.28,81.28
18531,122,2,2023-04-13,1,30.14,30.14
18532,1856,11,2020-05-29,1,34.15,34.15
18533,2595,11,2020-10-31,1,26.08,26.08
18534,2891,6,2020-07-02,1,71.23,71.23
18535,2499,11,2025-02-07,1,34.21,34.21
18536,1384,13,2025-09-28,1,20.81,20.81
18537,251,8,2022-03-27,4,13.83,55.32
18538,1985,2,2021-06-01,1,34.84,34.84
18539,2704,15,2025-01-13,1,41.74,41.74
18540,216,14,2021-05-30,2,17.98,35.96
18541,2765,5,2020-07-22,4,9.37,37.48
18542,1954,6,2020-10-07,1,76.71,76.71
18543,1171,2,2022-03-11,2,32.01,64.02
18544,924,7,2021-07-16,1,57.32,57.32
18545,1639,4,2025-09-01,1,68.06,68.06
18546,1498,3,2021-01-27,4,58.52,234.08
18547,1343,9,2024-08-07,1,11.83,11.83
18548,1757,9,2025-02-08,1,11.60,11.60
18549,1067,11,2025-04-13,1,28.55,28.55
18550,51,13,2022-03-05,2,18.40,36.81
18551,959,13,2022-07-03,5,20.13,100.65
18552,2365,6,2021-02-20,1,78.78,78.78
18553,561,1,2020-09-19,2,22.36,44.73
18554,792,12,2022-07-24,6,53.74,322.44
18555,1991,1,2022-10-05,3,26.85,80.55
18556,209,8,2020-07-08,6,12.38,74.26
18557,1966,11,2025-05-20,1,25.13,25.13
18558,1600,9,2020-07-28,1,8.82,8.82
18559,944,7,2025-02-05,1,55.47,55.47
18560,314,13,2021-11-29,7,18.62,130.35
18561,133,9,2025-08-08,1,10.78,10.78
18562,739,5,2023-02-28,6,13.02,78.09
18563,2714,10,2025-07-13,1,5.73,5.73
18564,2404,11,2024-05-26,1,31.10,31.10
18565,2681,7,2025-04-13,1,61.66,61.66
18566,722,2,2025-03-01,1,31.35,31.35
18567,2361,12,2022-02-15,5,53.11,265.55
18568,1909,1,2020-04-06,2,26.34,52.68
18569,1711,1,2025-03-21,4,26.23,104.92
18570,2425,8,2024-04-02,6,16.23,97.41
18571,2375,13,2020-11-30,7,18.23,127.64
18572,388,15,2021-08-15,1,41.35,41.35
18573,1099,6,2025-12-09,1,76.62,76.62
18574,995,9,2024-02-05,1,9.82,9.82
18575,1122,8,2020-11-20,3,14.47,43.42
18576,324,11,2022-09-01,1,33.74,33.74
18577,1604,15,2024-10-13,1,46.76,46.76
18578,1745,11,2021-04-18,1,30.42,30.42
18579,445,14,2023-09-14,1,13.47,13.47
18580,1137,5,2020-03-20,1,12.55,12.55
18581,75,5,2025-07-05,3,12.70,38.11
18582,1927,11,2023-05-04,1,32.97,32.97
18583,1343,9,2024-07-20,1,10.87,10.87
18584,791,2,2020-03-20,2,37.60,75.19
18585,1586,8,2020-03-23,6,16.68,100.06
18586,2171,9,2023-06-29,1,10.66,10.66
18587,1929,10,2024-04-17,1,5.32,5.32
18588,1105,8,2020-04-13,1,13.33,13.33
18589,593,6,2024-10-22,1,76.87,76.87
18590,2523,4,2023-09-13,1,79.46,79.46
18591,2079,6,2020-04-01,1,79.90,79.90
18592,2602,4,2025-08-27,1,43.26,43.26
18593,1322,11,2022-04-17,1,32.73,32.73
18594,441,13,2021-08-16,7,20.30,142.11
18595,1795,2,2022-05-09,1,32.86,32.86
18596,83,14,2022-05-09,1,17.42,17.42
18597,1253,5,2024-02-22,1,11.67,11.67
18598,1450,6,2022-10-20,1,85.01,85.01
18599,2907,13,2020-12-20,6,19.13,114.77
18600,905,13,2025-04-18,8,19.31,154.51
18601,2156,8,2025-01-18,6,14.64,87.85
18602,249,6,2020-02-28,1,80.87,80.87
18603,2015,10,2022-09-09,1,4.69,4.69
18604,2138,3,2024-06-08,2,54.79,109.59
18605,1134,15,2020-05-22,1,40.49,40.49
18606,2580,9,2023-12-14,1,8.51,8.51
18607,1928,8,2022-03-18,8,16.06,128.49
18608,1689,2,2021-04-15,4,33.89,135.57
18609,1300,15,2021-10-05,1,45.16,45.16
18610,639,3,2024-10-09,4,55.36,221.44
18611,2210,5,2022-05-30,1,9.78,9.78
18612,997,8,2025-10-09,10,14.34,143.39
18613,2974,13,2022-08-28,2,20.97,41.95
18614,2341,11,2022-07-21,1,27.47,27.47
18615,962,11,2022-08-25,1,27.64,27.64
18616,1286,10,2025-06-11,1,4.41,4.41
18617,2929,1,2025-01-28,2,22.74,45.48
18618,2587,15,2021-04-18,1,49.69,49.69
18619,1056,13,2023-01-25,7,21.02,147.17
18620,965,10,2022-08-13,1,4.44,4.44
18621,2691,12,2020-06-24,3,49.69,149.06
18622,487,6,2025-03-17,1,82.39,82.39
18623,2542,5,2020-12-30,4,9.48,37.91
18624,38,9,2024-11-26,1,9.46,9.46
18625,2778,12,2025-12-21,2,52.94,105.88
18626,2078,11,2024-01-09,1,26.72,26.72
18627,480,14,2021-12-31,4,12.04,48.17
18628,2548,6,2021-11-04,1,70.86,70.86
18629,1656,2,2024-06-21,2,32.98,65.96
18630,2840,14,2020-05-29,1,13.77,13.77
18631,905,10,2024-03-22,1,4.46,4.46
18632,317,5,2020-06-22,2,14.80,29.60
18633,816,2,2024-10-26,2,30.72,61.44
18634,1,6,2025-06-12,1,83.32,83.32
18635,1007,14,2024-06-21,4,13.89,55.55
18636,2703,8,2022-06-01,8,13.39,107.13
18637,2889,3,2025-11-10,2,56.16,112.32
18638,865,1,2021-08-09,3,22.78,68.33
18639,1761,12,2024-05-10,5,50.45,252.26
18640,1732,13,2023-06-07,2,21.28,42.56
18641,2433,10,2025-02-04,1,4.90,4.90
18642,2206,7,2020-11-19,1,60.33,60.33
18643,939,11,2025-05-25,1,26.65,26.65
18644,665,1,2025-11-22,3,24.86,74.58
18645,2692,6,2023-01-17,1,79.68,79.68
18646,1987,10,2021-08-02,1,5.95,5.95
18647,957,9,2021-01-07,1,8.95,8.95
18648,1080,1,2021-09-12,4,23.05,92.22
18649,950,6,2022-01-06,1,84.70,84.70
18650,490,11,2022-01-23,1,33.53,33.53
18651,929,8,2021-10-30,8,17.95,143.58
18652,1781,2,2021-05-16,1,33.41,33.41
18653,1016,12,2025-11-05,6,50.14,300.84
18654,1394,11,2024-05-25,1,31.45,31.45
18655,570,14,2023-01-07,4,16.45,65.81
18656,1559,7,2020-10-17,1,68.77,68.77
18657,190,15,2022-05-08,1,45.32,45.32
18658,2906,6,2025-03-22,1,85.67,85.67
18659,460,1,2022-02-04,4,27.04,108.17
18660,1829,10,2024-08-16,1,4.54,4.54
18661,939,15,2024-01-12,1,42.02,42.02
18662,57,10,2021-12-17,1,5.57,5.57
18663,98,7,2021-08-12,1,58.03,58.03
18664,1649,14,2021-04-15,4,14.85,59.38
18665,1801,6,2023-08-17,1,76.36,76.36
18666,1309,4,2023-11-01,1,43.57,43.57
18667,598,3,2023-03-02,3,62.16,186.47
18668,250,13,2023-07-07,7,21.10,147.73
18669,2413,6,2025-08-16,1,85.44,85.44
18670,2887,6,2021-01-03,1,72.78,72.78
18671,2032,8,2021-02-23,7,13.44,94.09
18672,2638,10,2025-07-27,1,4.20,4.20
18673,2583,7,2020-10-05,1,67.55,67.55
18674,2010,8,2023-06-22,8,14.97,119.72
18675,1613,8,2023-06-19,6,13.90,83.42
18676,211,1,2020-04-30,1,25.57,25.57
18677,2782,13,2024-03-06,7,19.40,135.78
18678,1883,7,2024-05-02,1,58.07,58.07
18679,2889,9,2020-10-10,1,9.89,9.89
18680,1072,13,2022-07-01,5,20.97,104.85
18681,2008,1,2025-10-30,1,23.58,23.58
18682,2438,11,2022-06-16,1,25.95,25.95
18683,1737,12,2022-10-04,5,53.68,268.40
18684,1353,1,2020-05-27,2,26.86,53.73
18685,1178,9,2021-11-07,1,8.20,8.20
18686,2007,15,2020-10-15,1,43.31,43.31
18687,2094,11,2022-12-27,1,29.05,29.05
18688,2597,6,2025-01-23,1,77.66,77.66
18689,2512,15,2025-04-30,1,44.45,44.45
18690,2938,5,2025-04-12,6,13.46,80.74
18691,2944,5,2025-12-20,5,8.68,43.39
18692,1436,6,2025-02-18,1,76.03,76.03
18693,2896,3,2025-07-09,3,60.03,180.08
18694,213,5,2025-07-12,3,9.67,29.02
18695,1275,4,2025-12-17,1,59.33,59.33
18696,792,7,2022-10-16,1,55.89,55.89
18697,617,14,2022-08-13,4,16.07,64.29
18698,2548,12,2022-05-07,6,50.12,300.73
18699,1364,6,2020-01-03,1,88.03,88.03
18700,350,7,2022-06-15,1,67.65,67.65
18701,993,4,2024-04-02,1,72.37,72.37
18702,965,4,2024-03-25,1,72.33,72.33
18703,2417,8,2024-05-01,6,14.33,86.00
18704,1195,7,2021-01-04,1,65.05,65.05
18705,1679,13,2022-09-04,4,19.55,78.19
18706,900,6,2024-12-10,1,80.09,80.09
18707,2449,1,2020-05-28,1,26.76,26.76
18708,1539,5,2021-01-03,2,12.33,24.66
18709,2273,13,2021-01-21,3,19.61,58.84
18710,2956,13,2024-10-22,1,21.31,21.31
18711,1722,12,2024-04-29,2,45.15,90.29
18712,1586,10,2022-11-27,1,4.36,4.36
18713,1216,3,2020-06-18,1,59.60,59.60
18714,1114,7,2022-05-14,1,55.06,55.06
18715,2034,2,2025-09-01,4,33.92,135.68
18716,1498,5,2021-06-07,1,11.05,11.05
18717,2183,9,2022-06-30,1,10.12,10.12
18718,2263,9,2025-12-23,1,8.61,8.61
18719,917,5,2024-04-25,6,10.63,63.78
18720,1264,2,2021-11-24,4,30.62,122.49
18721,150,4,2025-06-23,1,74.76,74.76
18722,1147,15,2022-12-30,1,44.82,44.82
18723,372,5,2023-02-14,1,11.34,11.34
18724,2772,4,2024-05-04,1,54.82,54.82
18725,177,9,2025-03-12,1,8.97,8.97
18726,71,10,2024-10-21,1,4.13,4.13
18727,1853,1,2021-03-11,3,24.62,73.86
18728,34,7,2022-04-05,1,64.93,64.93
18729,1699,11,2023-01-21,1,33.52,33.52
18730,1006,1,2021-02-01,4,27.73,110.93
18731,2394,1,2022-04-07,3,25.24,75.71
18732,2566,4,2022-09-29,1,50.47,50.47
18733,2658,6,2021-07-16,1,80.88,80.88
18734,2700,10,2023-06-10,1,4.45,4.45
18735,642,11,2020-12-05,1,28.95,28.95
18736,1300,13,2024-04-06,4,18.03,72.11
18737,857,13,2025-10-01,4,21.20,84.79
18738,2205,5,2023-05-11,1,13.91,13.91
18739,1663,1,2021-07-07,3,22.73,68.19
18740,2805,6,2021-02-28,1,88.41,88.41
18741,694,7,2024-05-20,1,65.13,65.13
18742,673,13,2022-06-19,1,20.38,20.38
18743,2181,3,2020-08-01,1,54.20,54.20
18744,633,12,2020-03-13,5,48.37,241.86
18745,2728,6,2024-10-30,1,75.68,75.68
18746,1997,2,2020-09-09,1,35.05,35.05
18747,2816,3,2021-01-26,4,60.07,240.27
18748,1028,7,2021-09-06,1,63.14,63.14
18749,888,5,2023-10-10,4,9.71,38.86
18750,1774,10,2021-08-21,1,4.94,4.94
18751,793,5,2021-05-29,4,13.84,55.35
18752,1443,13,2020-10-27,3,19.65,58.95
18753,1939,1,2024-12-02,3,25.21,75.63
18754,1608,14,2023-01-11,2,16.63,33.27
18755,2162,10,2021-12-22,1,4.66,4.66
18756,1979,11,2022-05-12,1,26.09,26.09
18757,454,10,2023-02-05,1,5.03,5.03
18758,1904,9,2025-09-03,1,8.35,8.35
18759,2483,1,2020-04-21,3,23.53,70.58
18760,1480,1,2024-01-15,2,24.33,48.67
18761,2665,10,2022-10-05,1,4.64,4.64
18762,1977,5,2024-12-20,4,12.38,49.51
18763,1284,14,2025-02-11,3,13.66,40.99
18764,1970,7,2020-01-21,1,55.82,55.82
18765,967,1,2021-11-04,2,22.17,44.34
18766,2512,5,2021-09-17,2,11.62,23.24
18767,889,5,2020-06-28,5,12.48,62.40
18768,1655,13,2020-05-09,6,21.57,129.44
18769,2893,15,2025-05-31,1,44.15,44.15
18770,2981,2,2023-12-07,3,31.75,95.25
18771,1023,5,2025-08-04,5,12.89,64.47
18772,897,11,2021-04-14,1,26.61,26.61
18773,2479,6,2023-11-19,1,75.05,75.05
18774,608,9,2025-08-06,1,10.91,10.91
18775,2940,8,2021-03-16,8,15.16,121.31
18776,2017,12,2021-03-18,5,54.69,273.43
18777,350,12,2023-05-25,1,46.46,46.46
18778,2579,7,2025-12-23,1,64.10,64.10
18779,313,13,2020-03-16,7,19.36,135.54
18780,1637,1,2024-08-01,3,24.22,72.67
18781,1074,1,2022-12-17,2,26.53,53.05
18782,1910,13,2024-04-25,2,18.91,37.81
18783,1053,2,2021-01-02,4,39.91,159.63
18784,1317,13,2021-04-09,7,19.12,133.83
18785,2607,13,2021-12-03,5,19.18,95.88
18786,1133,3,2025-05-23,2,51.73,103.46
18787,2256,14,2020-08-14,4,13.00,52.00
18788,1738,12,2022-10-14,4,47.70,190.82
18789,2534,7,2023-05-15,1,65.71,65.71
18790,776,9,2020-03-15,1,8.82,8.82
18791,1438,4,2025-12-29,1,74.37,74.37
18792,2705,11,2025-12-10,1,30.89,30.89
18793,1824,12,2020-01-15,3,53.90,161.71
18794,456,11,2024-03-06,1,29.95,29.95
18795,722,3,2021-07-26,1,58.74,58.74
18796,1894,9,2024-10-15,1,10.25,10.25
18797,1083,7,2023-06-26,1,58.11,58.11
18798,2493,10,2022-09-25,1,4.94,4.94
18799,800,5,2023-05-26,4,9.28,37.10
18800,1046,11,2022-03-19,1,25.08,25.08
18801,494,9,2023-05-31,1,11.43,11.43
18802,88,11,2023-11-21,1,26.94,26.94
18803,1921,5,2025-02-02,1,11.79,11.79
18804,2877,6,2020-08-29,1,78.79,78.79
18805,312,1,2024-07-24,1,23.67,23.67
18806,584,6,2025-11-28,1,89.11,89.11
18807,1810,4,2021-11-19,1,62.94,62.94
18808,2038,8,2020-07-12,3,12.07,36.21
18809,3,5,2024-08-15,5,9.19,45.94
18810,2388,1,2023-10-02,2,26.75,53.49
18811,2592,10,2020-09-22,1,5.65,5.65
18812,891,5,2020-09-28,6,12.99,77.96
18813,660,8,2022-03-17,4,15.72,62.86
18814,2210,1,2020-02-26,4,26.60,106.38
18815,907,15,2022-01-25,1,47.98,47.98
18816,598,4,2021-03-27,1,63.72,63.72
18817,653,15,2021-07-14,1,41.98,41.98
18818,1758,3,2021-03-04,1,58.24,58.24
18819,2861,13,2025-08-16,3,20.78,62.33
18820,2261,10,2021-12-09,1,4.53,4.53
18821,234,10,2025-12-19,1,5.50,5.50
18822,163,5,2020-03-07,4,11.53,46.12
18823,1796,13,2024-02-28,4,20.89,83.54
18824,1314,6,2025-01-06,1,89.84,89.84
18825,618,15,2021-07-20,1,45.18,45.18
18826,1662,1,2020-07-06,4,24.38,97.53
18827,102,9,2022-03-15,1,9.57,9.57
18828,2699,12,2021-03-03,4,52.19,208.78
18829,1163,14,2024-12-06,1,13.53,13.53
18830,1134,14,2025-08-20,2,13.84,27.67
18831,1033,8,2021-12-23,1,13.58,13.58
18832,1480,15,2021-05-25,1,41.27,41.27
18833,759,15,2023-12-08,1,47.40,47.40
18834,187,2,2022-06-28,3,35.36,106.09
18835,913,13,2025-03-23,4,18.60,74.39
18836,2994,11,2020-09-04,1,27.10,27.10
18837,2903,1,2020-03-15,1,23.45,23.45
18838,1923,12,2025-11-30,1,54.31,54.31
18839,329,3,2020-09-14,1,50.87,50.87
18840,200,8,2024-06-29,10,12.66,126.59
18841,2987,10,2022-03-30,1,5.82,5.82
18842,2568,13,2020-05-24,2,19.84,39.67
18843,47,10,2023-06-20,1,4.10,4.10
18844,840,7,2025-01-11,1,68.73,68.73
18845,1672,8,2021-12-13,9,13.14,118.25
18846,1647,2,2023-01-29,1,30.22,30.22
18847,2223,5,2024-06-06,5,8.07,40.36
18848,1761,1,2021-01-01,2,24.09,48.18
18849,2300,1,2024-07-20,1,27.31,27.31
18850,529,12,2021-06-18,5,45.93,229.65
18851,2462,13,2020-09-20,7,19.46,136.22
18852,800,11,2025-03-21,1,33.88,33.88
18853,2771,15,2022-07-02,1,40.25,40.25
18854,2373,1,2021-09-09,3,26.44,79.31
18855,58,3,2020-11-06,2,60.13,120.26
18856,2627,3,2022-04-10,4,62.77,251.09
18857,1614,15,2021-01-07,1,45.96,45.96
18858,1915,6,2023-12-18,1,89.33,89.33
18859,715,14,2021-09-16,4,12.61,50.42
18860,309,5,2024-03-27,5,9.47,47.35
18861,762,6,2023-03-31,1,71.31,71.31
18862,1753,6,2025-06-05,1,83.23,83.23
18863,524,5,2020-09-21,6,8.18,49.08
18864,1104,13,2022-08-18,1,20.21,20.21
18865,722,5,2022-08-04,2,11.31,22.62
18866,2297,6,2023-04-26,1,72.26,72.26
18867,2580,14,2023-06-04,1,15.82,15.82
18868,2117,12,2021-01-12,4,45.57,182.26
18869,1750,11,2021-12-04,1,33.86,33.86
18870,2052,10,2023-12-26,1,4.27,4.27
18871,384,12,2024-11-07,4,45.98,183.92
18872,279,10,2023-09-21,1,4.72,4.72
18873,1605,9,2020-05-27,1,11.26,11.26
18874,2858,6,2021-02-10,1,80.19,80.19
18875,2023,3,2023-03-18,4,64.31,257.23
18876,1566,13,2023-05-07,1,18.59,18.59
18877,170,5,2023-08-26,4,8.53,34.13
18878,590,5,2023-03-26,2,11.32,22.63
18879,2488,13,2025-12-12,8,21.64,173.10
18880,375,15,2020-09-17,1,42.80,42.80
18881,1588,3,2025-09-01,2,59.48,118.97
18882,1819,2,2022-03-15,1,33.20,33.20
18883,2743,2,2023-06-04,1,30.24,30.24
18884,731,5,2025-07-20,2,11.72,23.44
18885,1866,12,2025-02-20,5,47.02,235.12
18886,787,13,2023-12-12,1,18.61,18.61
18887,2515,6,2022-05-02,1,76.29,76.29
18888,2832,6,2022-11-15,1,77.25,77.25
18889,1260,3,2021-07-03,3,54.84,164.52
18890,1496,15,2020-01-03,1,42.28,42.28
18891,2445,13,2024-04-19,7,21.44,150.08
18892,2872,11,2021-06-03,1,33.37,33.37
18893,2583,8,2022-01-29,4,15.06,60.24
18894,1495,10,2023-06-16,1,4.41,4.41
18895,41,13,2021-03-12,8,18.78,150.23
18896,55,14,2020-01-27,1,13.66,13.66
18897,475,2,2025-04-03,4,34.29,137.14
18898,1441,9,2021-08-05,1,9.37,9.37
18899,2421,14,2023-06-10,1,16.09,16.09
18900,74,2,2020-07-08,4,34.28,137.12
18901,2967,13,2025-07-21,5,18.61,93.03
18902,597,1,2021-11-05,4,27.19,108.75
18903,2266,9,2020-03-15,1,9.50,9.50
18904,2655,13,2023-08-17,1,18.75,18.75
18905,564,9,2023-04-13,1,11.30,11.30
18906,865,11,2024-05-05,1,34.26,34.26
18907,718,4,2024-12-15,1,80.31,80.31
18908,97,14,2024-07-09,2,14.04,28.08
18909,1709,3,2021-10-15,4,58.38,233.53
18910,1831,5,2024-05-12,6,13.86,83.18
18911,235,1,2024-01-04,4,25.55,102.20
18912,1791,7,2024-10-16,1,69.23,69.23
18913,2088,4,2025-11-25,1,37.61,37.61
18914,2803,7,2025-04-17,1,62.39,62.39
18915,1789,13,2022-01-28,8,19.12,152.99
18916,1713,1,2021-02-02,2,26.16,52.32
18917,1061,8,2020-04-23,7,12.53,87.68
18918,288,6,2021-01-17,1,89.34,89.34
18919,1267,8,2023-10-31,3,13.52,40.55
18920,2609,1,2023-10-15,2,22.33,44.67
18921,882,14,2020-02-02,4,17.78,71.12
18922,1987,1,2020-04-15,2,25.75,51.49
18923,1920,12,2023-11-03,2,50.70,101.40
18924,2289,8,2025-02-03,8,17.05,136.37
18925,371,3,2024-05-09,4,60.10,240.41
18926,1739,6,2020-05-04,1,80.03,80.03
18927,2644,10,2024-09-06,1,4.72,4.72
18928,1188,7,2020-04-27,1,68.64,68.64
18929,790,9,2023-02-21,1,10.00,10.00
18930,904,7,2022-06-15,1,58.10,58.10
18931,473,1,2020-02-23,4,25.56,102.25
18932,1259,1,2021-12-13,1,23.65,23.65
18933,802,11,2022-04-01,1,27.05,27.05
