BillingItemID,BillingID,ItemType,ItemName,Quantity,UnitPrice,TotalPrice,ServiceDate
12261,2960,F&B,Restaurant - Breakfast,1,34.34,34.34,4/15/2023
12262,2960,Wellness,Gym Access,2,14.07,28.14,4/16/2023
12263,2960,Wellness,Spa Treatment,1,69.42,69.42,4/17/2023
12264,2960,Wellness,Massage Therapy,2,57.06,114.12,4/19/2023
12265,2960,Transportation,Airport Transfer,1,27.84,27.84,4/21/2023
12266,2960,Transportation,Airport Transfer,1,34.57,34.57,4/22/2023
12267,2961,Room Charge,Deluxe Room,4,287.02,1148.1,4/26/2023
12268,2961,F&B,Bar Service,1,12.97,12.97,4/27/2023
12269,2961,Business,Business Center,1,11.08,11.08,4/28/2023
12270,2961,F&B,Restaurant - Lunch,4,38.85,155.4,4/29/2023
12271,2961,F&B,Bar Service,1,14.01,14.01,5/1/2023
12272,2962,Room Charge,Suite,2,545.73,1091.46,10/21/2025
12273,2962,F&B,Restaurant - Breakfast,2,33.7,67.41,10/21/2025
12274,2962,F&B,Restaurant - Breakfast,1,33.46,33.46,10/21/2025
12275,2962,Business,Business Center,1,16.04,16.04,10/23/2025
12276,2963,Room Charge,Deluxe Room,2,177.83,355.65,4/28/2020
12277,2963,Technology,WiFi Access,1,4.98,4.98,4/28/2020
12278,2963,F&B,Restaurant - Lunch,4,32.25,129.01,4/30/2020
12279,2963,Guest Service,Laundry Service,1,16.8,16.8,5/2/2020
12280,2963,Technology,WiFi Access,1,3.11,3.11,5/4/2020
12281,2963,Transportation,Airport Transfer,1,30.16,30.16,5/4/2020
12282,2964,Room Charge,Suite,5,435.94,2179.71,4/22/2025
12283,2964,Wellness,Massage Therapy,1,54,54,4/22/2025
12284,2965,Room Charge,Standard Room,2,345.69,691.38,6/28/2020
12285,2965,Business,Business Center,1,14.91,14.91,6/29/2020
12286,2965,Technology,WiFi Access,1,4.68,4.68,6/30/2020
12287,2966,Room Charge,Deluxe Room,5,251.78,1258.91,3/4/2020
12288,2966,F&B,Restaurant - Lunch,1,32.87,32.87,3/4/2020
12289,2966,F&B,Restaurant - Breakfast,2,27.28,54.57,3/5/2020
12290,2967,Room Charge,Standard Room,7,178.21,1247.5,8/14/2024
12291,2967,F&B,Room Service,2,30.28,60.55,8/15/2024
12292,2967,Business,Business Center,1,19.05,19.05,8/15/2024
12293,2967,F&B,Bar Service,2,10.96,21.91,8/15/2024
12294,2968,Room Charge,Deluxe Room,3,291.66,874.97,5/2/2022
12295,2968,Guest Service,Laundry Service,1,20.51,20.51,5/3/2022
12296,2968,F&B,Restaurant - Dinner,4,59.45,237.81,5/5/2022
12297,2968,Transportation,Airport Transfer,1,34.47,34.47,5/5/2022
12298,2968,F&B,Bar Service,1,23.65,23.65,5/7/2022
12299,2968,Business,Business Center,1,10.17,10.17,5/8/2022
12300,2969,Room Charge,Standard Room,5,237.41,1187.04,10/29/2020
12301,2969,Transportation,Airport Transfer,1,27.36,27.36,10/29/2020
12302,2969,F&B,Restaurant - Lunch,1,49.19,49.19,10/29/2020
12303,2970,Room Charge,Deluxe Room,6,259.14,1554.86,12/1/2025
12304,2970,F&B,Bar Service,4,17.25,68.99,12/3/2025
12305,2970,F&B,Bar Service,2,21.1,42.21,12/3/2025
12306,2970,Wellness,Spa Treatment,2,111.96,223.92,12/4/2025
12307,2970,F&B,Restaurant - Breakfast,4,22,87.99,12/5/2025
12308,2971,Room Charge,Deluxe Room,5,246.3,1231.51,6/28/2024
12309,2971,Transportation,Airport Transfer,1,28.1,28.1,6/28/2024
12310,2971,F&B,Restaurant - Dinner,4,70.03,280.11,6/28/2024
12311,2971,Wellness,Gym Access,2,13.4,26.8,6/28/2024
12312,2971,Wellness,Massage Therapy,1,82.88,82.88,6/28/2024
12313,2972,Room Charge,Deluxe Room,2,262.84,525.67,12/30/2024
12314,2972,F&B,Restaurant - Breakfast,4,25.62,102.49,1/1/2025
12315,2973,Room Charge,Deluxe Room,3,284.31,852.94,1/11/2021
12316,2973,F&B,Room Service,1,44.42,44.42,1/11/2021
12317,2973,F&B,Restaurant - Lunch,4,32.97,131.88,1/13/2021
12318,2973,F&B,Bar Service,2,15.19,30.38,1/15/2021
12319,2974,Room Charge,Deluxe Room,1,278.14,278.14,2/17/2025
12320,2974,F&B,Restaurant - Lunch,1,35.61,35.61,2/17/2025
12321,2974,Wellness,Spa Treatment,2,86.49,172.99,2/18/2025
12322,2974,Wellness,Gym Access,1,11.63,11.63,2/20/2025
12323,2975,Room Charge,Suite,7,446.22,3123.51,7/19/2024
12324,2975,Wellness,Massage Therapy,2,75.6,151.19,7/21/2024
12325,2975,Wellness,Gym Access,2,13.75,27.5,7/21/2024
12326,2976,Room Charge,Deluxe Room,5,186.46,932.29,12/30/2020
12327,2976,F&B,Room Service,2,44.54,89.08,1/1/2021
12328,2976,F&B,Restaurant - Breakfast,1,20.71,20.71,1/3/2021
12329,2977,Room Charge,Standard Room,1,385.38,385.38,6/11/2025
12330,2977,F&B,Bar Service,3,12.05,36.14,6/12/2025
12331,2977,F&B,Bar Service,4,17.17,68.68,6/13/2025
12332,2977,F&B,Room Service,4,46.72,186.87,6/14/2025
12333,2977,Wellness,Massage Therapy,1,70.72,70.72,6/14/2025
12334,2977,F&B,Bar Service,4,22.15,88.6,6/14/2025
12335,2978,Room Charge,Deluxe Room,5,231.99,1159.94,5/5/2020
12336,2978,F&B,Restaurant - Breakfast,2,22.55,45.1,5/6/2020
12337,2978,F&B,Bar Service,1,11.25,11.25,5/7/2020
12338,2979,Room Charge,Suite,3,418.24,1254.71,7/19/2022
12339,2979,Business,Business Center,1,15.25,15.25,7/19/2022
12340,2979,Wellness,Spa Treatment,2,93.53,187.06,7/19/2022
12341,2979,Transportation,Airport Transfer,1,30.42,30.42,7/19/2022
12342,2980,Room Charge,Standard Room,5,159.06,795.28,9/11/2020
12343,2980,F&B,Room Service,3,36.23,108.68,9/13/2020
12344,2980,F&B,Bar Service,3,13.95,41.84,9/15/2020
12345,2980,F&B,Restaurant - Breakfast,2,20.27,40.55,9/15/2020
12346,2980,Guest Service,Laundry Service,2,17.29,34.58,9/15/2020
12347,2980,Business,Business Center,1,14.57,14.57,9/17/2020
12348,2981,Room Charge,Standard Room,1,290.97,290.97,8/14/2023
12349,2981,Transportation,Airport Transfer,1,26.84,26.84,8/15/2023
12350,2981,Wellness,Gym Access,1,10.1,10.1,8/16/2023
12351,2981,Wellness,Spa Treatment,1,117.69,117.69,8/16/2023
12352,2981,Technology,WiFi Access,1,4.49,4.49,8/16/2023
12353,2982,Room Charge,Standard Room,7,261.16,1828.11,8/3/2023
12354,2982,Guest Service,Laundry Service,2,19.02,38.03,8/3/2023
12355,2982,Wellness,Gym Access,2,14.66,29.32,8/3/2023
12356,2983,Room Charge,Suite,4,596.21,2384.83,2/20/2021
12357,2983,F&B,Restaurant - Lunch,3,49.18,147.54,2/22/2021
12358,2983,Guest Service,Laundry Service,1,19.99,19.99,2/23/2021
12359,2983,F&B,Room Service,2,45.77,91.54,2/24/2021
12360,2983,Wellness,Massage Therapy,1,64.42,64.42,2/26/2021
12361,2983,Technology,WiFi Access,1,3.2,3.2,2/26/2021
12362,2984,Room Charge,Suite,7,331.44,2320.1,6/27/2025
12363,2984,F&B,Room Service,4,55.76,223.06,6/28/2025
12364,2984,Wellness,Massage Therapy,1,82.81,82.81,6/28/2025
12365,2984,Guest Service,Laundry Service,1,17.64,17.64,6/28/2025
12366,2984,F&B,Bar Service,4,14.79,59.14,6/29/2025
12367,2984,F&B,Bar Service,4,20.18,80.71,7/1/2025
12368,2984,Wellness,Massage Therapy,1,94.85,94.85,7/2/2025
12369,2984,Wellness,Gym Access,1,8.66,8.66,7/2/2025
12370,2985,Room Charge,Suite,4,477.62,1910.49,9/21/2022
12371,2985,Wellness,Gym Access,1,13.77,13.77,9/21/2022
12372,2985,F&B,Restaurant - Dinner,4,51.39,205.55,9/23/2022
12373,2985,Guest Service,Laundry Service,1,12.51,12.51,9/23/2022
12374,2985,F&B,Room Service,2,56.16,112.31,9/25/2022
12375,2985,Wellness,Gym Access,2,8.94,17.87,9/26/2022
12376,2986,Room Charge,Suite,1,592.31,592.31,12/19/2025
12377,2986,F&B,Bar Service,3,13.11,39.34,12/21/2025
12378,2986,Business,Business Center,1,11.85,11.85,12/21/2025
12379,2986,Transportation,Airport Transfer,1,25.89,25.89,12/22/2025
12380,2987,Room Charge,Standard Room,5,398.05,1990.23,10/16/2025
12381,2987,Wellness,Gym Access,2,14.96,29.92,10/16/2025
12382,2987,Wellness,Gym Access,1,10.5,10.5,10/16/2025
12383,2987,Business,Business Center,1,11.2,11.2,10/17/2025
12384,2987,Wellness,Massage Therapy,1,87.64,87.64,10/19/2025
12385,2987,Wellness,Massage Therapy,1,78,78,10/19/2025
12386,2987,F&B,Room Service,2,58.04,116.09,10/19/2025
12387,2987,F&B,Restaurant - Breakfast,3,25.13,75.38,10/21/2025
12388,2988,Room Charge,Deluxe Room,3,265.03,795.09,6/6/2021
12389,2988,F&B,Restaurant - Dinner,1,61.81,61.81,6/6/2021
12390,2988,Business,Business Center,1,12.39,12.39,6/8/2021
12391,2988,Guest Service,Laundry Service,2,19.49,38.97,6/9/2021
12392,2989,Room Charge,Suite,2,472.17,944.35,3/19/2020
12393,2989,F&B,Restaurant - Dinner,3,78.24,234.73,3/19/2020
12394,2990,Room Charge,Standard Room,7,326.07,2282.46,12/16/2024
12395,2990,Guest Service,Laundry Service,2,13.34,26.67,12/16/2024
12396,2990,F&B,Restaurant - Breakfast,3,23.08,69.25,12/18/2024
12397,2990,Wellness,Massage Therapy,1,97.03,97.03,12/19/2024
12398,2990,F&B,Room Service,4,39.72,158.9,12/19/2024
12399,2990,Technology,WiFi Access,1,6.06,6.06,12/21/2024
12400,2990,Wellness,Massage Therapy,1,65.9,65.9,12/22/2024
12401,2991,Room Charge,Standard Room,4,161.96,647.84,12/4/2020
12402,2991,Technology,WiFi Access,1,7.73,7.73,12/6/2020
12403,2992,Room Charge,Standard Room,6,201.86,1211.15,9/11/2024
12404,2992,F&B,Room Service,3,29.19,87.56,9/12/2024
12405,2992,F&B,Restaurant - Breakfast,1,26.61,26.61,9/14/2024
12406,2992,F&B,Restaurant - Lunch,1,44.1,44.1,9/15/2024
12407,2992,F&B,Restaurant - Breakfast,4,23.68,94.72,9/16/2024
12408,2992,F&B,Bar Service,3,16.08,48.24,9/17/2024
12409,2992,Wellness,Massage Therapy,2,53.99,107.98,9/19/2024
12410,2993,Room Charge,Deluxe Room,6,226.55,1359.29,6/24/2022
12411,2994,Room Charge,Standard Room,4,352.64,1410.56,7/30/2021
12412,2994,Business,Business Center,1,11.4,11.4,7/30/2021
12413,2994,Wellness,Gym Access,2,9.13,18.26,8/1/2021
12414,2994,Wellness,Spa Treatment,1,115.54,115.54,8/3/2021
12415,2994,F&B,Restaurant - Lunch,4,37.92,151.66,8/5/2021
12416,2994,Wellness,Gym Access,1,12.72,12.72,8/5/2021
12417,2994,Technology,WiFi Access,1,5.64,5.64,8/7/2021
12418,2995,Room Charge,Standard Room,2,322.72,645.44,10/16/2021
12419,2995,Business,Business Center,1,10.53,10.53,10/16/2021
12420,2995,F&B,Restaurant - Breakfast,1,24.94,24.94,10/17/2021
12421,2995,Technology,WiFi Access,1,7.19,7.19,10/18/2021
12422,2995,Wellness,Spa Treatment,1,100.6,100.6,10/20/2021
12423,2996,Room Charge,Suite,7,462.16,3235.13,10/27/2021
12424,2996,Wellness,Gym Access,1,9.42,9.42,10/29/2021
12425,2997,Room Charge,Deluxe Room,2,242.88,485.76,8/30/2025
12426,2997,F&B,Restaurant - Dinner,4,57.55,230.2,8/30/2025
12427,2997,Wellness,Gym Access,1,9.98,9.98,9/1/2025
12428,2997,Wellness,Massage Therapy,1,60.15,60.15,9/2/2025
12429,2998,Room Charge,Deluxe Room,6,222.73,1336.36,1/8/2022
12430,2998,Guest Service,Laundry Service,1,14.49,14.49,1/8/2022
12431,2998,F&B,Restaurant - Breakfast,2,24.61,49.23,1/8/2022
12432,2998,F&B,Restaurant - Breakfast,1,22.59,22.59,1/8/2022
12433,2999,Room Charge,Suite,7,513.94,3597.59,9/6/2024
12434,2999,Wellness,Spa Treatment,2,78.74,157.47,9/6/2024
12435,2999,Wellness,Massage Therapy,1,97.83,97.83,9/7/2024
12436,3000,Room Charge,Standard Room,3,109.83,329.48,9/27/2022
12437,3000,Wellness,Gym Access,1,13.08,13.08,9/29/2022
12438,3000,Wellness,Spa Treatment,2,107.34,214.68,9/30/2022
12439,3001,Room Charge,Suite,3,506.7,1520.09,7/11/2021
12440,3001,Transportation,Airport Transfer,1,33.67,33.67,7/11/2021
12441,3001,F&B,Restaurant - Dinner,3,60.86,182.58,7/11/2021
12442,3001,F&B,Restaurant - Breakfast,4,27.8,111.18,7/13/2021
12443,3001,Technology,WiFi Access,1,7.17,7.17,7/14/2021
12444,3001,F&B,Restaurant - Breakfast,3,31.27,93.82,7/14/2021
12445,3001,Technology,WiFi Access,1,5.24,5.24,7/15/2021
12446,3002,Room Charge,Suite,2,418.56,837.13,8/14/2025
12447,3002,Technology,WiFi Access,1,3.12,3.12,8/16/2025
12448,3002,Wellness,Gym Access,1,12.85,12.85,8/16/2025
12449,3002,Business,Business Center,1,10.47,10.47,8/16/2025
12450,3002,Wellness,Gym Access,1,11.31,11.31,8/16/2025
12451,3003,Room Charge,Suite,3,376.36,1129.08,9/28/2022
12452,3003,Wellness,Spa Treatment,1,94.88,94.88,9/30/2022
12453,3003,Wellness,Massage Therapy,2,84.9,169.79,10/2/2022
12454,3004,Room Charge,Suite,2,590.32,1180.63,8/14/2023
12455,3004,F&B,Bar Service,2,23.79,47.58,8/15/2023
12456,3004,F&B,Bar Service,3,22.95,68.84,8/17/2023
12457,3004,F&B,Restaurant - Dinner,1,64.7,64.7,8/17/2023
12458,3005,Room Charge,Standard Room,1,233.63,233.63,10/1/2025
12459,3005,Technology,WiFi Access,1,3.62,3.62,10/3/2025
12460,3006,Room Charge,Suite,2,465.76,931.52,9/17/2023
12461,3006,Technology,WiFi Access,1,5.61,5.61,9/19/2023
12462,3006,Business,Business Center,1,12.45,12.45,9/19/2023
12463,3006,F&B,Restaurant - Lunch,2,32.19,64.38,9/19/2023
12464,3006,Transportation,Airport Transfer,1,31.98,31.98,9/19/2023
12465,3006,Transportation,Airport Transfer,1,32.59,32.59,9/21/2023
12466,3006,F&B,Bar Service,2,22.95,45.9,9/23/2023
12467,3006,F&B,Bar Service,2,22.59,45.17,9/25/2023
12468,3007,Room Charge,Suite,4,378.64,1514.55,6/1/2021
12469,3007,F&B,Restaurant - Dinner,1,73.54,73.54,6/3/2021
12470,3007,F&B,Restaurant - Lunch,4,42.09,168.35,6/4/2021
12471,3007,Business,Business Center,1,13.55,13.55,6/4/2021
12472,3008,Room Charge,Deluxe Room,7,290.47,2033.31,6/1/2020
12473,3008,Wellness,Spa Treatment,2,78.54,157.08,6/2/2020
12474,3008,Wellness,Spa Treatment,1,114.39,114.39,6/4/2020
12475,3008,Transportation,Airport Transfer,1,26.55,26.55,6/5/2020
12476,3009,Room Charge,Deluxe Room,6,212.59,1275.54,12/15/2021
12477,3009,Wellness,Spa Treatment,2,114.93,229.86,12/16/2021
12478,3009,F&B,Restaurant - Lunch,4,42.13,168.53,12/17/2021
12479,3009,Guest Service,Laundry Service,2,17.93,35.87,12/18/2021
12480,3009,Wellness,Gym Access,1,14.59,14.59,12/20/2021
12481,3010,Room Charge,Suite,1,310.59,310.59,7/4/2025
12482,3010,F&B,Bar Service,2,22.88,45.76,7/5/2025
12483,3011,Room Charge,Deluxe Room,6,285.16,1710.93,7/21/2024
12484,3011,Technology,WiFi Access,1,3.33,3.33,7/22/2024
12485,3011,Wellness,Massage Therapy,1,61.17,61.17,7/22/2024
12486,3011,F&B,Restaurant - Breakfast,1,30.9,30.9,7/23/2024
12487,3012,Room Charge,Suite,4,558.09,2232.37,12/17/2022
12488,3012,Wellness,Gym Access,2,10.74,21.49,12/18/2022
12489,3012,F&B,Bar Service,4,11.94,47.74,12/19/2022
12490,3012,Transportation,Airport Transfer,1,34.65,34.65,12/21/2022
12491,3012,F&B,Restaurant - Lunch,3,41.83,125.5,12/21/2022
12492,3013,Room Charge,Deluxe Room,2,286.55,573.09,1/22/2024
12493,3013,Transportation,Airport Transfer,1,30.97,30.97,1/23/2024
12494,3013,Wellness,Spa Treatment,2,61.09,122.18,1/25/2024
12495,3013,F&B,Room Service,3,46.56,139.69,1/27/2024
12496,3014,Room Charge,Suite,2,506.62,1013.24,8/7/2021
12497,3014,Business,Business Center,1,18.24,18.24,8/8/2021
12498,3015,Room Charge,Deluxe Room,7,286.07,2002.5,12/21/2020
12499,3015,Wellness,Massage Therapy,2,81.26,162.51,12/22/2020
12500,3015,F&B,Restaurant - Dinner,1,66.77,66.77,12/22/2020
12501,3016,Room Charge,Suite,1,506.69,506.69,5/24/2024
12502,3016,F&B,Room Service,4,52.01,208.03,5/24/2024
12503,3016,Wellness,Massage Therapy,1,66.01,66.01,5/24/2024
12504,3016,Guest Service,Laundry Service,2,15.88,31.76,5/25/2024
12505,3016,Technology,WiFi Access,1,6.64,6.64,5/27/2024
12506,3016,F&B,Restaurant - Breakfast,2,28.14,56.28,5/28/2024
12507,3017,Room Charge,Deluxe Room,3,271.97,815.9,11/7/2024
12508,3017,F&B,Restaurant - Dinner,4,62.67,250.69,11/8/2024
12509,3017,Business,Business Center,1,13.57,13.57,11/10/2024
12510,3017,F&B,Restaurant - Lunch,3,33.82,101.46,11/11/2024
12511,3017,F&B,Restaurant - Lunch,2,36.99,73.98,11/11/2024
12512,3018,Room Charge,Deluxe Room,7,161.29,1129,4/27/2020
12513,3018,Wellness,Spa Treatment,1,78.57,78.57,4/27/2020
12514,3018,F&B,Restaurant - Lunch,4,31.36,125.45,4/29/2020
12515,3018,Business,Business Center,1,16.53,16.53,5/1/2020
12516,3019,Room Charge,Standard Room,3,112.27,336.82,2/13/2022
12517,3019,F&B,Room Service,1,45.72,45.72,2/13/2022
12518,3019,Wellness,Massage Therapy,2,63.78,127.55,2/15/2022
12519,3019,Transportation,Airport Transfer,1,26.31,26.31,2/17/2022
12520,3019,F&B,Room Service,1,58.9,58.9,2/18/2022
12521,3019,F&B,Restaurant - Breakfast,4,32.95,131.78,2/18/2022
12522,3020,Room Charge,Deluxe Room,1,184.77,184.77,8/9/2024
12523,3020,Guest Service,Laundry Service,1,22.99,22.99,8/9/2024
12524,3020,F&B,Restaurant - Breakfast,4,20.27,81.06,8/10/2024
12525,3020,Technology,WiFi Access,1,3.29,3.29,8/10/2024
12526,3021,Room Charge,Deluxe Room,4,196.81,787.24,7/3/2025
12527,3022,Room Charge,Deluxe Room,2,153.87,307.74,11/23/2021
12528,3022,F&B,Restaurant - Dinner,2,68.3,136.59,11/23/2021
12529,3022,F&B,Restaurant - Lunch,4,49.57,198.3,11/25/2021
12530,3022,Business,Business Center,1,16.2,16.2,11/27/2021
12531,3022,Wellness,Massage Therapy,1,68.98,68.98,11/29/2021
12532,3023,Room Charge,Suite,1,463.97,463.97,8/14/2023
12533,3023,Business,Business Center,1,15.42,15.42,8/14/2023
12534,3023,Wellness,Spa Treatment,1,97.44,97.44,8/15/2023
12535,3023,Wellness,Gym Access,1,8.58,8.58,8/15/2023
12536,3023,F&B,Restaurant - Lunch,1,36.44,36.44,8/16/2023
12537,3024,Room Charge,Suite,5,474.37,2371.87,2/6/2020
12538,3024,Transportation,Airport Transfer,1,30.23,30.23,2/8/2020
12539,3025,Room Charge,Suite,3,594.92,1784.75,12/15/2021
12540,3025,F&B,Bar Service,3,23.19,69.56,12/16/2021
12541,3025,Transportation,Airport Transfer,1,32.86,32.86,12/17/2021
12542,3025,F&B,Bar Service,3,14.43,43.28,12/17/2021
12543,3025,Business,Business Center,1,16.68,16.68,12/17/2021
12544,3026,Room Charge,Deluxe Room,1,253.64,253.64,7/5/2022
12545,3026,F&B,Restaurant - Dinner,4,72.79,291.15,7/6/2022
12546,3026,F&B,Restaurant - Lunch,3,33.49,100.47,7/6/2022
12547,3026,F&B,Restaurant - Lunch,3,49.26,147.77,7/7/2022
12548,3026,Business,Business Center,1,15.7,15.7,7/9/2022
12549,3026,Wellness,Spa Treatment,2,91.86,183.73,7/9/2022
12550,3026,Wellness,Massage Therapy,1,96.68,96.68,7/11/2022
12551,3026,F&B,Restaurant - Breakfast,3,24.7,74.1,7/13/2022
12552,3027,Room Charge,Standard Room,5,101.15,505.77,1/5/2024
12553,3027,F&B,Room Service,1,27.26,27.26,1/7/2024
12554,3027,Business,Business Center,1,10.69,10.69,1/7/2024
12555,3027,F&B,Restaurant - Lunch,3,43.24,129.71,1/9/2024
12556,3028,Room Charge,Standard Room,7,141.82,992.77,11/23/2020
12557,3028,Wellness,Spa Treatment,2,65.48,130.96,11/23/2020
12558,3028,F&B,Restaurant - Breakfast,1,20.34,20.34,11/23/2020
12559,3028,Wellness,Massage Therapy,1,93.82,93.82,11/24/2020
12560,3029,Room Charge,Standard Room,3,395.13,1185.4,3/23/2020
12561,3029,F&B,Restaurant - Lunch,1,49.82,49.82,3/24/2020
12562,3029,F&B,Restaurant - Breakfast,3,25.14,75.43,3/25/2020
12563,3030,Room Charge,Suite,7,326.84,2287.86,10/15/2020
12564,3031,Room Charge,Standard Room,6,181.21,1087.24,1/20/2020
12565,3031,Wellness,Massage Therapy,2,57.77,115.55,1/21/2020
12566,3031,Business,Business Center,1,13.81,13.81,1/22/2020
12567,3031,F&B,Bar Service,2,17.4,34.8,1/23/2020
12568,3031,F&B,Room Service,1,43.83,43.83,1/25/2020
12569,3031,F&B,Bar Service,1,17.02,17.02,1/26/2020
12570,3032,Room Charge,Suite,5,482.54,2412.71,1/16/2024
12571,3032,Transportation,Airport Transfer,1,26.62,26.62,1/16/2024
12572,3033,Room Charge,Suite,5,517.84,2589.22,8/13/2020
12573,3033,Wellness,Massage Therapy,2,95.1,190.21,8/14/2020
12574,3033,F&B,Restaurant - Dinner,4,77.63,310.52,8/15/2020
12575,3033,Wellness,Gym Access,1,9.42,9.42,8/17/2020
12576,3033,Business,Business Center,1,12.43,12.43,8/18/2020
12577,3033,Technology,WiFi Access,1,3.67,3.67,8/20/2020
12578,3034,Room Charge,Suite,7,393.35,2753.42,4/18/2021
12579,3034,F&B,Restaurant - Breakfast,2,20.63,41.26,4/20/2021
12580,3034,Guest Service,Laundry Service,1,16.74,16.74,4/21/2021
12581,3034,F&B,Bar Service,1,16.36,16.36,4/23/2021
12582,3034,Wellness,Spa Treatment,1,75.67,75.67,4/23/2021
12583,3035,Room Charge,Deluxe Room,7,210.48,1473.39,1/29/2022
12584,3035,F&B,Bar Service,2,22.99,45.97,1/31/2022
12585,3035,Transportation,Airport Transfer,1,28.21,28.21,1/31/2022
12586,3035,Guest Service,Laundry Service,2,21.33,42.67,2/1/2022
12587,3036,Room Charge,Standard Room,2,262.19,524.37,1/5/2024
12588,3036,F&B,Restaurant - Breakfast,1,25.07,25.07,1/6/2024
12589,3036,F&B,Restaurant - Lunch,1,48.15,48.15,1/6/2024
12590,3036,Wellness,Spa Treatment,2,108.19,216.39,1/6/2024
12591,3036,Wellness,Gym Access,1,13.14,13.14,1/6/2024
12592,3036,F&B,Bar Service,3,23.52,70.55,1/6/2024
12593,3036,Wellness,Spa Treatment,2,107.56,215.12,1/7/2024
12594,3037,Room Charge,Standard Room,4,357.94,1431.78,9/14/2025
12595,3037,Wellness,Massage Therapy,1,52,52,9/15/2025
12596,3037,F&B,Restaurant - Breakfast,3,29.37,88.12,9/16/2025
12597,3037,Wellness,Gym Access,2,9.82,19.64,9/16/2025
12598,3038,Room Charge,Standard Room,1,113.78,113.78,5/12/2020
12599,3038,Technology,WiFi Access,1,7.34,7.34,5/14/2020
12600,3038,Wellness,Gym Access,2,11.01,22.03,5/15/2020
12601,3038,Business,Business Center,1,11.56,11.56,5/16/2020
12602,3038,F&B,Room Service,4,39.46,157.84,5/16/2020
12603,3038,F&B,Restaurant - Lunch,1,44.82,44.82,5/16/2020
12604,3039,Room Charge,Standard Room,5,170.3,851.49,12/26/2020
12605,3039,F&B,Restaurant - Lunch,1,34.55,34.55,12/28/2020
12606,3039,Technology,WiFi Access,1,5.61,5.61,12/29/2020
12607,3040,Room Charge,Suite,7,525.32,3677.23,7/3/2020
12608,3040,Guest Service,Laundry Service,2,20.53,41.06,7/5/2020
12609,3041,Room Charge,Deluxe Room,4,173.05,692.21,1/2/2024
12610,3041,F&B,Restaurant - Dinner,3,63.42,190.25,1/4/2024
12611,3041,F&B,Restaurant - Lunch,4,44.72,178.87,1/6/2024
12612,3041,Transportation,Airport Transfer,1,34.04,34.04,1/6/2024
12613,3041,F&B,Room Service,4,35.4,141.6,1/6/2024
12614,3041,F&B,Bar Service,1,11.91,11.91,1/7/2024
12615,3042,Room Charge,Suite,5,412.78,2063.9,5/1/2022
12616,3042,F&B,Bar Service,1,15.01,15.01,5/2/2022
12617,3043,Room Charge,Suite,1,395.11,395.11,6/15/2023
12618,3043,Wellness,Massage Therapy,1,65.77,65.77,6/17/2023
12619,3043,F&B,Restaurant - Dinner,4,74.75,299,6/17/2023
12620,3043,Wellness,Spa Treatment,2,109.97,219.94,6/19/2023
12621,3043,F&B,Restaurant - Dinner,2,60.95,121.9,6/21/2023
12622,3044,Room Charge,Suite,1,562.01,562.01,9/21/2022
12623,3044,Transportation,Airport Transfer,1,33.65,33.65,9/22/2022
12624,3044,F&B,Restaurant - Lunch,3,38.28,114.85,9/22/2022
12625,3044,Wellness,Gym Access,1,13.17,13.17,9/24/2022
12626,3044,F&B,Room Service,2,26.55,53.1,9/24/2022
12627,3045,Room Charge,Deluxe Room,7,190.48,1333.33,7/13/2021
12628,3045,Transportation,Airport Transfer,1,31.56,31.56,7/15/2021
12629,3045,F&B,Restaurant - Dinner,3,61.24,183.72,7/17/2021
12630,3045,Wellness,Spa Treatment,2,91.92,183.84,7/17/2021
12631,3045,Wellness,Massage Therapy,2,72.83,145.65,7/17/2021
12632,3045,F&B,Restaurant - Dinner,3,73.18,219.53,7/19/2021
12633,3046,Room Charge,Suite,5,535.6,2677.99,11/28/2021
12634,3046,Wellness,Gym Access,1,14.65,14.65,11/29/2021
12635,3047,Room Charge,Standard Room,1,382.58,382.58,6/26/2021
12636,3047,Technology,WiFi Access,1,5.5,5.5,6/28/2021
12637,3047,Technology,WiFi Access,1,6.44,6.44,6/28/2021
12638,3047,Technology,WiFi Access,1,3.01,3.01,6/28/2021
12639,3048,Room Charge,Deluxe Room,3,271.26,813.78,7/30/2022
12640,3048,Business,Business Center,1,17.38,17.38,7/31/2022
12641,3048,F&B,Restaurant - Breakfast,1,26.33,26.33,8/2/2022
12642,3048,Guest Service,Laundry Service,2,19.87,39.74,8/4/2022
12643,3048,F&B,Restaurant - Dinner,2,65.78,131.55,8/4/2022
12644,3048,Wellness,Massage Therapy,2,85.74,171.48,8/4/2022
12645,3048,F&B,Restaurant - Dinner,1,77.58,77.58,8/4/2022
12646,3049,Room Charge,Suite,3,408.58,1225.75,11/28/2022
12647,3049,F&B,Restaurant - Lunch,4,37.14,148.56,11/30/2022
12648,3049,Transportation,Airport Transfer,1,25.33,25.33,12/1/2022
12649,3050,Room Charge,Suite,2,505.6,1011.21,2/3/2021
12650,3050,Guest Service,Laundry Service,2,22.6,45.2,2/3/2021
12651,3051,Room Charge,Suite,3,551.91,1655.72,11/2/2022
12652,3051,F&B,Room Service,4,38.52,154.1,11/3/2022
12653,3052,Room Charge,Deluxe Room,4,215.03,860.1,7/1/2020
12654,3053,Room Charge,Suite,7,564.72,3953.05,8/10/2021
12655,3053,Wellness,Gym Access,1,12.86,12.86,8/10/2021
12656,3053,F&B,Room Service,2,59.16,118.31,8/10/2021
