GuestID,ServiceID,Rating,Comments,FeedbackDate
2901,3,5,Perfect stay!,2021-03-12
391,1,3,Average stay,2025-04-28
2280,5,5,Excellent service!,2025-01-24
2979,1,1,Extremely disappointed,2021-12-06
1652,6,2,Disappointing,2023-07-28
1515,8,5,Excellent service!,2020-11-23
117,15,3,Decent hotel,2023-07-26
1640,10,4,Friendly staff,2023-06-24
1755,15,5,Amazing staff!,2023-01-05
1532,12,5,Perfect stay!,2024-05-31
2804,6,3,Decent hotel,2022-03-02
2482,8,5,Amazing staff!,2022-01-06
1033,6,5,Perfect stay!,2021-06-02
79,10,2,Not satisfied,2025-01-24
2476,13,2,Disappointing,2023-04-12
2007,8,3,Fair experience,2021-03-26
2731,2,5,Perfect stay!,2022-10-20
133,6,5,Perfect stay!,2025-10-22
112,6,4,Friendly staff,2021-10-20
1148,3,3,Could be better,2021-05-03
1440,11,4,Friendly staff,2021-05-17
608,7,5,Highly recommend!,2025-10-01
1040,8,4,Great hotel!,2025-03-21
201,7,2,Disappointing,2021-06-13
482,6,3,Fair experience,2022-11-06
2794,11,5,Perfect stay!,2021-01-02
740,13,5,Excellent service!,2023-01-24
65,11,3,Fair experience,2025-07-13
579,2,3,Okay service,2022-02-04
2396,12,5,Amazing staff!,2022-12-15
1767,10,2,Poor service,2023-11-29
985,8,4,Friendly staff,2020-06-08
585,6,5,Excellent service!,2022-04-17
191,11,5,Highly recommend!,2024-02-27
2743,7,4,Nice experience,2021-01-15
2755,3,3,Okay service,2025-04-17
578,1,5,Perfect stay!,2020-12-07
1418,2,5,Amazing staff!,2021-12-18
1836,2,5,Perfect stay!,2021-11-04
229,8,5,Outstanding experience!,2022-12-18
2821,9,3,Okay service,2023-09-26
2305,14,4,Nice experience,2022-01-07
1072,8,5,Perfect stay!,2025-02-17
55,4,3,Could be better,2024-06-14
2625,14,3,Okay service,2023-02-04
1296,12,2,Below expectations,2025-05-02
1536,9,5,Excellent service!,2021-02-27
2480,1,5,Outstanding experience!,2020-07-11
1,6,2,Poor service,2023-09-21
1416,8,5,Amazing staff!,2022-09-05
2456,10,5,Perfect stay!,2024-01-04
2446,2,5,Outstanding experience!,2021-10-15
530,13,3,Decent hotel,2022-10-12
1969,5,1,Would not recommend,2021-01-07
244,1,5,Outstanding experience!,2024-07-20
2727,8,5,Excellent service!,2023-11-15
2932,10,4,Good value,2024-09-12
2699,7,5,Perfect stay!,2023-04-23
2079,13,4,Good value,2024-01-11
1332,13,5,Amazing staff!,2025-01-15
875,6,4,Great hotel!,2025-08-04
2668,11,3,Okay service,2021-03-09
1177,8,5,Outstanding experience!,2022-08-01
853,9,2,Disappointing,2023-11-26
2653,8,3,Average stay,2025-08-02
1343,14,4,Friendly staff,2021-12-21
677,9,5,Highly recommend!,2024-12-11
2781,3,3,Okay service,2022-04-10
154,13,3,Fair experience,2021-09-24
2753,1,1,Terrible experience,2021-12-10
1580,5,3,Average stay,2022-09-09
1278,8,5,Outstanding experience!,2021-04-27
1271,4,4,Very good service,2021-07-18
425,4,1,Very poor,2023-04-05
1521,3,4,Good value,2022-01-02
2129,5,4,Very good service,2023-02-26
998,1,5,Highly recommend!,2022-05-16
1479,4,4,Great hotel!,2025-10-09
695,9,5,Amazing staff!,2020-08-11
504,4,3,Decent hotel,2022-05-12
362,4,5,Amazing staff!,2023-07-18
1068,4,3,Could be better,2025-06-11
2010,12,2,Below expectations,2023-07-22
2551,1,4,Nice experience,2023-07-11
2709,11,3,Okay service,2023-02-27
2196,11,4,Great hotel!,2022-09-08
93,6,4,Very good service,2023-06-13
466,5,3,Decent hotel,2021-06-13
185,4,3,Decent hotel,2021-05-30
613,10,4,Friendly staff,2022-10-24
2443,8,5,Highly recommend!,2021-03-27
1472,9,4,Friendly staff,2025-10-15
2948,11,4,Very good service,2025-01-26
923,13,3,Could be better,2021-11-06
2046,14,4,Good value,2022-07-06
2663,5,5,Excellent service!,2020-08-02
1840,13,5,Outstanding experience!,2024-09-20
187,6,4,Good value,2025-03-06
2856,6,2,Poor service,2020-04-08
2627,15,4,Very good service,2020-01-09
111,15,1,Very poor,2021-11-06
2407,4,4,Great hotel!,2023-11-14
1222,2,3,Average stay,2020-10-15
1105,13,5,Amazing staff!,2020-06-29
2270,11,5,Outstanding experience!,2021-05-14
2561,9,3,Fair experience,2023-01-29
2654,14,5,Perfect stay!,2020-10-27
2252,8,4,Very good service,2020-11-28
2436,4,5,Amazing staff!,2021-03-16
186,14,4,Friendly staff,2024-04-18
1172,11,5,Outstanding experience!,2021-01-13
1122,1,4,Great hotel!,2020-04-15
1218,15,4,Great hotel!,2021-03-21
72,10,3,Could be better,2022-01-05
1307,4,3,Decent hotel,2021-04-10
707,1,3,Average stay,2023-12-16
1847,8,2,Below expectations,2020-10-27
853,2,5,Highly recommend!,2021-03-04
1134,3,4,Friendly staff,2025-01-17
2630,7,1,Awful service,2024-10-31
99,1,3,Average stay,2024-09-26
492,13,3,Could be better,2020-05-11
1601,13,2,Below expectations,2022-08-07
2783,4,4,Very good service,2022-10-05
2535,4,4,Great hotel!,2020-06-02
1042,5,4,Nice experience,2021-10-04
2865,12,5,Excellent service!,2025-08-22
418,5,5,Amazing staff!,2025-05-10
1667,4,4,Nice experience,2021-10-07
503,11,4,Very good service,2021-10-29
2816,8,3,Okay service,2023-11-17
2744,8,3,Okay service,2021-02-13
236,13,3,Could be better,2023-01-27
907,15,1,Terrible experience,2021-05-26
304,9,3,Decent hotel,2022-03-20
962,4,3,Could be better,2022-04-18
1729,5,5,Amazing staff!,2025-05-20
1807,3,5,Amazing staff!,2025-02-18
200,1,4,Friendly staff,2020-12-21
2192,15,5,Highly recommend!,2022-02-27
2882,14,2,Poor service,2021-11-16
1068,6,2,Below expectations,2020-06-25
566,12,5,Highly recommend!,2020-06-07
1698,11,3,Okay service,2023-04-08
1734,12,4,Good value,2021-11-05
1005,6,4,Good value,2021-08-20
898,1,4,Great hotel!,2025-02-10
1543,14,3,Fair experience,2023-08-24
2060,6,5,Perfect stay!,2022-02-03
1842,6,5,Highly recommend!,2023-09-10
2361,14,4,Nice experience,2022-12-17
2805,10,4,Friendly staff,2022-09-02
1568,5,5,Amazing staff!,2020-07-21
606,5,4,Great hotel!,2024-04-12
883,7,4,Great hotel!,2021-01-17
203,14,4,Very good service,2020-02-22
1867,14,4,Friendly staff,2022-10-31
713,11,4,Good value,2023-11-07
2841,14,4,Nice experience,2021-09-14
2131,3,5,Perfect stay!,2023-05-26
2456,6,3,Fair experience,2020-04-16
186,11,3,Average stay,2024-03-31
2629,10,5,Perfect stay!,2020-04-07
1138,3,4,Friendly staff,2025-04-21
1452,3,4,Great hotel!,2022-05-21
1724,8,4,Friendly staff,2024-01-09
2329,5,3,Average stay,2020-09-30
1633,1,4,Very good service,2022-02-05
2791,2,4,Great hotel!,2024-05-08
671,8,3,Fair experience,2023-02-23
2153,10,4,Very good service,2024-12-08
2086,9,2,Needs improvement,2024-08-25
2592,5,2,Not satisfied,2020-05-06
2066,13,2,Below expectations,2020-04-08
2196,14,1,Extremely disappointed,2024-06-08
1245,2,2,Not satisfied,2022-05-26
443,12,2,Needs improvement,2025-11-08
2629,14,5,Highly recommend!,2022-10-08
1274,6,3,Fair experience,2023-01-03
233,12,4,Nice experience,2023-10-25
2864,9,5,Perfect stay!,2025-08-28
823,6,2,Not satisfied,2022-07-24
2208,5,5,Amazing staff!,2021-04-18
1545,5,4,Friendly staff,2020-02-09
4,9,4,Friendly staff,2022-10-27
2110,11,3,Fair experience,2022-11-14
961,15,4,Great hotel!,2020-02-07
2836,10,3,Decent hotel,2022-04-08
1668,12,5,Perfect stay!,2023-06-05
1793,2,4,Great hotel!,2025-11-13
1179,2,4,Friendly staff,2025-05-18
2185,6,5,Outstanding experience!,2023-11-06
1300,15,5,Excellent service!,2021-10-29
1044,12,4,Nice experience,2025-02-22
2101,1,3,Fair experience,2021-07-30
1580,1,3,Average stay,2023-09-29
2909,5,4,Nice experience,2024-04-24
1050,2,5,Outstanding experience!,2025-01-21
2852,13,3,Okay service,2021-09-23
2472,11,2,Disappointing,2025-01-03
49,9,3,Okay service,2023-02-12
1628,14,5,Perfect stay!,2020-12-24
2756,2,3,Okay service,2025-02-24
2957,9,1,Terrible experience,2023-03-11
2495,9,5,Highly recommend!,2022-09-16
841,11,4,Friendly staff,2023-05-22
31,11,3,Decent hotel,2022-06-06
6,13,5,Excellent service!,2025-01-05
2589,4,4,Friendly staff,2023-12-23
2501,4,1,Would not recommend,2020-12-28
923,14,3,Fair experience,2022-11-21
409,2,5,Perfect stay!,2022-08-27
209,15,4,Very good service,2022-07-05
256,12,4,Very good service,2024-08-23
2304,2,3,Decent hotel,2025-09-07
1992,1,4,Good value,2025-08-02
2196,1,3,Could be better,2020-07-18
1526,1,4,Very good service,2021-04-20
2010,3,5,Amazing staff!,2021-03-07
2255,11,3,Okay service,2023-03-29
2140,1,3,Decent hotel,2022-04-13
2787,4,5,Amazing staff!,2023-05-31
2504,8,3,Okay service,2024-10-29
2036,7,1,Would not recommend,2022-01-09
1029,10,4,Great hotel!,2021-07-31
731,2,2,Below expectations,2022-10-28
1939,14,3,Decent hotel,2022-09-25
603,6,5,Excellent service!,2023-01-29
309,13,5,Excellent service!,2023-09-27
1222,10,4,Great hotel!,2025-04-25
231,14,3,Fair experience,2021-08-15
850,7,5,Outstanding experience!,2022-02-27
1507,15,4,Good value,2020-02-27
1937,15,4,Friendly staff,2020-10-15
2612,9,5,Amazing staff!,2023-09-21
688,2,4,Friendly staff,2020-01-13
344,11,3,Okay service,2022-10-23
1595,14,3,Fair experience,2022-02-22
1542,1,4,Nice experience,2025-12-04
2912,14,4,Very good service,2024-10-17
2069,7,3,Fair experience,2021-11-24
303,13,3,Average stay,2022-01-13
265,6,5,Amazing staff!,2022-03-20
344,13,4,Friendly staff,2024-08-12
240,2,4,Nice experience,2021-02-12
2608,14,5,Highly recommend!,2021-12-09
2500,13,3,Okay service,2023-03-27
1460,15,3,Could be better,2024-08-15
2581,2,3,Average stay,2021-01-31
270,12,4,Friendly staff,2021-07-25
2802,7,2,Disappointing,2020-02-09
2232,5,4,Very good service,2022-08-05
1460,3,4,Very good service,2022-08-06
2618,4,4,Nice experience,2021-09-02
1554,6,3,Decent hotel,2022-12-20
2343,5,5,Excellent service!,2024-08-22
2306,13,4,Very good service,2021-08-02
1272,10,3,Decent hotel,2022-11-06
1073,1,5,Excellent service!,2021-06-07
1623,9,4,Friendly staff,2025-09-14
2005,5,4,Nice experience,2021-02-17
2095,7,3,Fair experience,2024-10-01
2255,5,4,Very good service,2024-01-09
1226,9,5,Highly recommend!,2023-03-08
368,12,3,Average stay,2023-04-12
1729,3,4,Very good service,2023-06-17
1598,7,5,Highly recommend!,2025-01-04
670,15,2,Below expectations,2021-01-09
773,11,4,Friendly staff,2025-06-13
672,10,5,Outstanding experience!,2025-07-13
1203,9,4,Very good service,2022-11-18
1883,13,5,Excellent service!,2023-05-14
2746,9,4,Good value,2023-06-28
1431,2,4,Friendly staff,2020-07-13
596,7,3,Fair experience,2021-04-01
1161,5,3,Average stay,2023-08-28
441,15,4,Great hotel!,2020-12-10
2555,15,4,Good value,2024-08-04
350,12,4,Nice experience,2020-04-15
1645,1,4,Nice experience,2021-01-23
2009,13,4,Very good service,2022-03-02
172,13,5,Perfect stay!,2024-05-08
2076,12,1,Very poor,2020-05-29
541,7,3,Okay service,2023-12-18
575,1,4,Very good service,2022-06-07
1455,5,2,Poor service,2023-06-03
2493,4,3,Could be better,2023-12-11
1908,7,5,Highly recommend!,2025-08-18
2382,1,5,Outstanding experience!,2020-07-13
2343,4,4,Friendly staff,2025-10-18
241,5,3,Average stay,2023-02-02
814,2,4,Very good service,2020-01-09
1644,3,4,Very good service,2021-09-06
1081,1,3,Could be better,2021-05-02
908,3,2,Disappointing,2025-07-02
298,15,4,Good value,2021-12-29
2867,10,4,Nice experience,2024-02-25
1207,1,4,Good value,2022-03-26
978,7,5,Amazing staff!,2025-04-12
292,3,5,Highly recommend!,2021-10-21
2627,4,4,Great hotel!,2025-12-09
464,1,4,Nice experience,2025-09-16
2388,2,1,Very poor,2025-03-17
2300,11,5,Excellent service!,2024-03-17
641,13,2,Poor service,2023-06-27
1806,2,3,Decent hotel,2021-05-17
2121,10,4,Very good service,2023-08-16
2514,3,1,Would not recommend,2022-10-21
1155,10,5,Amazing staff!,2022-03-14
759,10,5,Excellent service!,2023-10-09
2108,12,2,Below expectations,2022-08-06
2270,1,2,Poor service,2020-10-13
361,1,3,Decent hotel,2024-11-25
83,1,5,Excellent service!,2023-04-27
1101,6,3,Fair experience,2022-12-11
1761,4,5,Amazing staff!,2021-10-12
1693,2,4,Great hotel!,2020-12-23
2700,3,3,Okay service,2025-04-09
2371,1,2,Needs improvement,2023-01-25
2675,13,2,Below expectations,2025-07-02
2763,4,3,Could be better,2021-09-05
2677,11,4,Friendly staff,2023-06-01
916,2,5,Perfect stay!,2021-06-21
783,1,3,Fair experience,2021-07-21
598,4,5,Perfect stay!,2024-01-24
1873,5,4,Very good service,2021-05-30
2983,9,3,Decent hotel,2020-01-14
2403,8,1,Would not recommend,2023-07-09
1331,15,4,Friendly staff,2020-05-02
2212,5,4,Friendly staff,2020-06-13
2339,10,5,Perfect stay!,2020-02-04
2163,4,1,Extremely disappointed,2023-03-22
794,10,4,Good value,2025-11-15
251,2,4,Good value,2023-08-19
1511,4,4,Nice experience,2025-02-01
1063,2,4,Nice experience,2021-06-27
2923,6,4,Nice experience,2023-02-10
2861,14,5,Highly recommend!,2024-04-12
630,2,5,Outstanding experience!,2023-06-14
1671,12,4,Good value,2025-01-11
2138,13,1,Would not recommend,2020-07-15
1593,15,3,Okay service,2021-10-26
807,7,3,Decent hotel,2023-10-16
435,10,5,Highly recommend!,2023-07-25
2719,13,3,Could be better,2021-04-14
2266,15,1,Extremely disappointed,2023-02-06
260,7,5,Perfect stay!,2021-02-21
154,7,4,Nice experience,2024-04-30
2363,6,5,Highly recommend!,2022-08-08
217,6,4,Friendly staff,2022-04-01
186,1,4,Friendly staff,2025-02-21
2010,15,3,Average stay,2023-07-22
2736,2,3,Okay service,2020-12-27
1329,14,4,Friendly staff,2023-01-04
716,2,4,Great hotel!,2025-02-03
2766,13,4,Good value,2023-05-08
867,4,4,Great hotel!,2023-07-14
1299,13,1,Extremely disappointed,2021-11-11
1066,3,5,Excellent service!,2023-08-22
202,3,4,Friendly staff,2022-09-08
1984,9,4,Good value,2021-08-06
2512,1,3,Decent hotel,2022-12-13
752,10,5,Outstanding experience!,2025-07-24
178,15,4,Very good service,2022-01-28
1045,9,4,Great hotel!,2022-01-13
2799,14,5,Outstanding experience!,2022-04-11
167,1,2,Below expectations,2024-09-05
375,10,4,Good value,2021-12-13
2462,10,5,Highly recommend!,2022-08-03
2925,4,4,Nice experience,2025-11-20
706,1,5,Highly recommend!,2023-08-31
1502,10,5,Excellent service!,2025-08-12
1805,8,4,Great hotel!,2024-08-04
2752,10,5,Excellent service!,2021-06-19
603,14,3,Fair experience,2024-11-11
2344,11,5,Excellent service!,2025-03-16
3000,6,4,Very good service,2022-06-09
1610,2,3,Decent hotel,2022-03-28
2737,15,4,Friendly staff,2022-08-18
2307,10,4,Nice experience,2021-11-23
1649,4,5,Outstanding experience!,2024-08-19
1180,8,5,Highly recommend!,2024-07-28
1850,10,3,Okay service,2020-12-28
1710,12,5,Excellent service!,2022-06-11
1809,14,4,Good value,2021-01-04
2102,6,2,Disappointing,2021-09-10
940,14,4,Great hotel!,2021-11-18
2924,9,2,Not satisfied,2022-05-02
2358,13,5,Amazing staff!,2024-06-11
1977,15,2,Poor service,2025-11-29
1455,11,5,Perfect stay!,2024-09-06
2501,8,4,Very good service,2023-12-30
1955,5,1,Extremely disappointed,2024-12-13
1348,3,3,Okay service,2024-05-14
2659,15,1,Extremely disappointed,2023-06-23
2610,3,2,Not satisfied,2024-02-19
2200,14,4,Good value,2024-03-11
1371,5,4,Friendly staff,2023-09-06
525,9,4,Nice experience,2025-04-06
1501,13,4,Good value,2021-01-07
152,1,5,Perfect stay!,2022-08-29
1180,8,4,Friendly staff,2023-02-28
369,6,1,Very poor,2024-04-01
1499,2,5,Excellent service!,2021-09-20
1379,3,5,Highly recommend!,2024-12-02
521,15,5,Excellent service!,2020-08-23
1810,14,4,Nice experience,2025-07-28
892,13,4,Good value,2020-07-07
142,2,4,Very good service,2022-05-17
50,15,4,Good value,2025-12-20
2285,11,5,Perfect stay!,2021-05-14
2167,10,4,Very good service,2023-05-27
2311,6,5,Outstanding experience!,2020-02-26
1603,14,3,Fair experience,2021-01-13
1989,3,4,Friendly staff,2024-12-31
773,13,4,Good value,2021-07-02
54,5,4,Good value,2024-03-05
917,13,5,Amazing staff!,2020-04-09
1460,1,3,Fair experience,2024-06-13
1973,1,3,Okay service,2021-02-25
1769,13,4,Nice experience,2025-04-07
604,14,4,Very good service,2025-05-03
1807,14,5,Perfect stay!,2022-06-06
2326,9,3,Could be better,2025-09-19
246,3,3,Average stay,2024-12-05
2843,3,3,Average stay,2022-08-11
905,5,1,Terrible experience,2023-07-04
1193,12,5,Amazing staff!,2020-11-23
1654,15,5,Perfect stay!,2024-05-28
2232,8,4,Great hotel!,2025-07-06
546,2,4,Friendly staff,2023-01-26
336,10,5,Amazing staff!,2021-10-30
951,10,3,Average stay,2022-06-01
2430,4,4,Nice experience,2025-04-26
1462,13,5,Amazing staff!,2025-12-29
1903,10,2,Below expectations,2023-01-05
2448,12,4,Good value,2021-04-26
2021,14,5,Amazing staff!,2024-11-08
1391,7,4,Good value,2021-08-30
2719,3,4,Very good service,2025-06-09
772,12,5,Excellent service!,2024-05-31
215,7,3,Fair experience,2024-07-12
74,14,5,Excellent service!,2024-04-28
860,15,4,Friendly staff,2023-03-28
1761,4,5,Outstanding experience!,2020-02-20
281,8,5,Excellent service!,2020-03-06
771,1,2,Needs improvement,2023-06-23
277,6,3,Could be better,2024-02-29
2591,11,5,Outstanding experience!,2021-07-13
2977,1,5,Highly recommend!,2022-05-21
2702,10,4,Good value,2022-10-09
746,15,4,Friendly staff,2025-05-06
1019,5,5,Excellent service!,2025-06-20
2979,10,4,Nice experience,2022-02-09
511,10,5,Highly recommend!,2021-01-17
1586,4,1,Would not recommend,2020-11-06
193,8,4,Good value,2021-02-24
525,4,4,Good value,2023-06-21
180,4,3,Fair experience,2023-03-23
517,9,3,Fair experience,2020-12-31
416,13,4,Nice experience,2025-04-10
1813,12,1,Would not recommend,2020-05-06
2716,13,5,Excellent service!,2021-02-16
1399,6,3,Okay service,2025-03-05
1428,11,5,Outstanding experience!,2023-12-19
767,4,4,Friendly staff,2020-12-01
2358,12,3,Fair experience,2023-01-01
2282,3,3,Fair experience,2025-03-06
1654,8,5,Amazing staff!,2021-04-21
412,14,3,Okay service,2023-12-06
2195,12,4,Good value,2024-06-26
536,12,4,Very good service,2021-07-09
2926,14,4,Good value,2020-04-11
2864,7,3,Fair experience,2025-02-16
608,14,4,Good value,2023-10-26
1486,6,1,Awful service,2020-08-04
202,5,5,Highly recommend!,2023-12-31
1442,8,5,Excellent service!,2023-10-20
592,8,3,Decent hotel,2020-12-18
290,14,4,Great hotel!,2024-10-01
2080,9,5,Outstanding experience!,2021-09-20
895,10,2,Needs improvement,2022-11-28
447,2,4,Great hotel!,2020-11-27
1751,11,2,Disappointing,2023-04-13
694,14,5,Outstanding experience!,2023-03-11
2284,5,3,Fair experience,2022-03-06
527,3,3,Decent hotel,2024-06-06
2246,5,5,Outstanding experience!,2025-06-15
350,6,4,Good value,2022-12-23
1252,15,1,Terrible experience,2020-03-28
1682,1,4,Nice experience,2020-01-25
1495,1,4,Good value,2022-02-21
1483,11,2,Needs improvement,2025-03-07
1862,7,4,Great hotel!,2023-10-24
1856,1,5,Perfect stay!,2022-03-27
1290,5,4,Great hotel!,2022-08-15
2922,5,4,Very good service,2022-06-20
2306,1,4,Very good service,2020-02-08
2999,2,3,Decent hotel,2021-07-01
1561,4,5,Excellent service!,2023-04-05
1519,3,5,Perfect stay!,2020-12-04
401,9,2,Below expectations,2022-07-23
1767,11,5,Outstanding experience!,2024-10-17
2805,4,3,Okay service,2025-05-13
949,3,2,Poor service,2021-12-21
2983,15,3,Decent hotel,2021-09-10
409,13,5,Perfect stay!,2025-07-29
358,6,5,Amazing staff!,2022-10-21
2423,12,4,Very good service,2021-11-24
1078,5,5,Amazing staff!,2024-06-19
755,11,4,Good value,2022-01-23
332,15,4,Friendly staff,2025-11-10
2051,10,5,Outstanding experience!,2021-03-08
797,15,3,Average stay,2024-05-04
1257,12,2,Poor service,2025-09-12
1863,14,2,Not satisfied,2024-10-27
1316,13,3,Fair experience,2021-11-06
1719,14,4,Very good service,2020-02-02
483,15,5,Amazing staff!,2025-06-16
1468,9,4,Nice experience,2023-01-09
2645,1,3,Average stay,2025-06-12
1983,8,4,Friendly staff,2021-01-08
2707,1,3,Could be better,2021-12-06
2426,15,2,Not satisfied,2023-09-04
554,11,2,Disappointing,2025-07-23
713,15,5,Perfect stay!,2022-03-13
2442,7,2,Not satisfied,2023-06-19
1236,5,5,Outstanding experience!,2021-06-15
1041,1,1,Would not recommend,2023-09-10
2639,8,3,Fair experience,2021-12-30
958,2,5,Highly recommend!,2020-07-01
1048,12,1,Would not recommend,2020-12-29
873,9,4,Good value,2022-03-25
841,14,5,Perfect stay!,2021-12-13
267,5,4,Friendly staff,2025-05-26
2901,9,5,Outstanding experience!,2022-11-13
2383,11,1,Terrible experience,2023-08-12
914,8,4,Great hotel!,2025-07-12
252,9,2,Needs improvement,2025-09-16
2714,13,2,Not satisfied,2022-02-14
1690,6,2,Needs improvement,2023-12-31
309,9,5,Perfect stay!,2024-07-01
2425,4,2,Disappointing,2024-09-13
1169,3,1,Terrible experience,2021-09-16
2653,12,4,Great hotel!,2021-07-04
474,5,4,Nice experience,2022-04-30
1178,7,3,Okay service,2022-08-05
1412,6,5,Excellent service!,2021-08-13
1783,4,4,Good value,2020-10-23
163,8,3,Could be better,2021-09-28
192,1,5,Highly recommend!,2021-03-19
2356,6,4,Great hotel!,2022-08-29
339,10,3,Fair experience,2023-05-12
2822,8,4,Great hotel!,2023-07-05
2987,15,4,Friendly staff,2023-10-04
2629,14,2,Poor service,2024-08-02
2114,8,2,Poor service,2023-08-30
2469,8,5,Perfect stay!,2022-02-22
323,8,5,Highly recommend!,2020-11-27
2968,3,5,Excellent service!,2020-02-04
399,5,4,Nice experience,2022-10-15
2521,3,5,Perfect stay!,2023-08-11
1246,12,5,Excellent service!,2021-10-22
2228,3,5,Highly recommend!,2025-09-14
2362,3,4,Great hotel!,2024-04-16
2947,6,5,Excellent service!,2025-11-06
2737,5,5,Perfect stay!,2022-08-09
1329,13,5,Outstanding experience!,2023-06-11
2883,7,3,Okay service,2022-11-22
2357,14,3,Fair experience,2021-10-06
2768,15,3,Average stay,2025-04-14
2190,3,4,Good value,2021-12-12
1229,11,4,Great hotel!,2025-09-02
2551,7,5,Highly recommend!,2020-05-23
1408,7,5,Excellent service!,2023-11-22
152,1,3,Could be better,2025-09-30
323,4,4,Friendly staff,2023-11-22
397,7,4,Nice experience,2020-01-17
2042,12,5,Outstanding experience!,2025-02-23
1279,3,5,Outstanding experience!,2020-10-26
1675,8,5,Outstanding experience!,2025-08-24
2526,12,5,Highly recommend!,2023-03-04
2713,2,3,Fair experience,2023-03-04
2603,1,4,Very good service,2024-09-06
890,7,5,Excellent service!,2023-01-11
2328,6,2,Below expectations,2020-08-26
842,5,5,Amazing staff!,2024-07-15
181,5,2,Poor service,2020-08-13
2965,10,5,Excellent service!,2023-07-05
1705,7,3,Okay service,2025-06-15
2351,11,5,Perfect stay!,2020-11-03
2982,12,4,Friendly staff,2025-07-12
2533,2,1,Very poor,2025-03-16
271,12,5,Perfect stay!,2020-06-03
2076,13,4,Friendly staff,2022-08-06
1937,7,5,Excellent service!,2024-11-02
1161,7,5,Excellent service!,2021-10-22
853,1,2,Below expectations,2021-10-14
1365,11,4,Great hotel!,2023-01-27
2271,2,5,Amazing staff!,2020-05-17
1527,3,5,Outstanding experience!,2025-04-07
116,2,4,Nice experience,2022-01-03
925,15,5,Amazing staff!,2020-10-12
63,4,4,Nice experience,2024-01-20
2457,12,4,Friendly staff,2021-01-12
165,6,5,Excellent service!,2023-03-03
2648,13,4,Nice experience,2020-04-26
1379,2,5,Excellent service!,2024-10-29
228,8,5,Perfect stay!,2025-01-19
2321,12,1,Very poor,2020-06-01
375,9,4,Friendly staff,2023-10-03
615,6,4,Nice experience,2023-04-01
339,11,4,Very good service,2020-04-07
1498,5,2,Needs improvement,2024-06-08
619,4,5,Highly recommend!,2021-01-26
305,12,4,Great hotel!,2021-11-15
910,3,4,Good value,2024-07-19
670,3,5,Outstanding experience!,2021-02-24
2688,3,5,Perfect stay!,2023-09-19
2758,4,4,Great hotel!,2024-10-05
164,1,4,Very good service,2025-04-01
616,13,4,Nice experience,2020-05-07
2706,5,1,Extremely disappointed,2021-02-13
1043,11,5,Perfect stay!,2022-03-31
1557,6,3,Decent hotel,2021-05-28
2526,2,3,Could be better,2022-03-12
1497,7,5,Excellent service!,2023-06-22
2564,6,3,Fair experience,2020-05-03
714,11,4,Very good service,2022-11-19
2783,11,5,Excellent service!,2024-04-09
2531,9,3,Decent hotel,2022-06-22
801,8,5,Excellent service!,2024-12-05
831,1,5,Excellent service!,2025-09-26
768,2,3,Okay service,2020-12-06
694,1,2,Not satisfied,2023-01-12
2463,14,4,Very good service,2021-10-12
1091,14,2,Poor service,2020-01-04
510,12,4,Great hotel!,2025-08-16
653,14,5,Excellent service!,2020-01-13
1704,12,2,Needs improvement,2021-03-29
778,15,3,Fair experience,2025-05-26
1109,9,5,Perfect stay!,2024-08-22
1642,9,4,Very good service,2024-06-26
2232,11,3,Average stay,2025-04-25
479,1,4,Nice experience,2024-11-14
1370,12,4,Very good service,2025-01-20
1923,9,3,Average stay,2024-09-29
1923,2,1,Very poor,2021-10-26
791,5,5,Highly recommend!,2025-07-23
2965,4,2,Not satisfied,2020-04-19
1058,7,4,Friendly staff,2022-02-22
1748,4,4,Great hotel!,2025-06-17
1130,1,4,Very good service,2020-09-17
487,6,2,Needs improvement,2021-02-09
588,1,4,Nice experience,2025-08-19
2202,2,5,Highly recommend!,2023-07-29
1826,11,2,Poor service,2020-07-20
1470,15,4,Nice experience,2024-10-04
420,1,4,Good value,2025-02-26
823,6,4,Nice experience,2024-10-09
2476,10,4,Good value,2020-07-25
1127,5,4,Friendly staff,2022-03-05
2690,2,5,Amazing staff!,2023-03-31
2668,13,3,Average stay,2022-05-08
2506,7,1,Would not recommend,2025-09-19
1973,3,5,Perfect stay!,2021-07-06
2316,3,5,Amazing staff!,2024-08-01
2681,14,5,Perfect stay!,2025-07-09
1716,14,4,Very good service,2025-08-26
9,3,2,Below expectations,2025-11-17
2388,13,5,Perfect stay!,2023-11-18
1880,7,2,Needs improvement,2024-04-18
1784,13,3,Okay service,2020-08-12
206,8,3,Decent hotel,2025-10-17
469,7,5,Perfect stay!,2022-12-27
900,13,5,Highly recommend!,2025-12-27
1463,10,5,Excellent service!,2021-09-09
184,8,4,Nice experience,2025-04-22
2761,2,2,Needs improvement,2024-05-06
569,12,5,Highly recommend!,2023-04-10
1376,6,2,Needs improvement,2021-07-16
2340,11,3,Fair experience,2022-09-11
518,3,1,Terrible experience,2021-03-03
2138,12,4,Friendly staff,2023-06-09
2188,4,5,Excellent service!,2022-02-09
2414,15,3,Average stay,2023-10-16
716,1,5,Amazing staff!,2025-10-30
1408,3,5,Perfect stay!,2022-10-27
514,4,1,Terrible experience,2025-08-04
1625,12,5,Amazing staff!,2023-12-12
2598,5,5,Amazing staff!,2023-02-21
2233,14,2,Poor service,2025-05-22
