ExpenseID,HotelID,ExpenseCategoryID,ExpenseDate,Description,Amount,VendorName,PaymentMethod,Status
647,1,6,10/25/2021,Housekeeping supplies,3060.31,Liability Solutions,Check,Paid
648,1,6,10/3/2021,Cleaning chemicals,1985.34,Marketing Solutions Ltd.,Bank Transfer,Pending
649,1,7,10/19/2021,Employee insurance,4726.44,Building Services Co.,Credit Card,Paid
650,1,7,10/12/2021,Property insurance,7367.86,Maintenance Plus,Cash,Paid
651,1,8,10/19/2021,IT support,3997.11,Insurance Group Egypt,Credit Card,Paid
652,1,8,10/23/2021,Hardware purchases,6228.28,Digital Media Group,Bank Transfer,Paid
653,1,9,10/7/2021,External trainers,2347.16,Laundry Services,Bank Transfer,Paid
654,1,9,10/20/2021,Staff training programs,2008.43,Office Depot Egypt,Credit Card,Paid
655,1,10,10/25/2021,Accounting services,3336.32,Damietta Electric Co.,Check,Paid
656,1,10,10/8/2021,Accounting services,3069.1,Digital Media Group,Check,Paid
657,1,10,10/5/2021,Bank charges,4897.74,Digital Media Group,Cash,Paid
658,1,1,11/27/2021,Staff salaries,145875.79,Tech Solutions,Check,Paid
659,1,1,11/15/2021,Overtime payments,124955.84,Bank of Egypt,Credit Card,Paid
660,1,1,11/10/2021,Staff salaries,84816.41,Sanitech Co.,Credit Card,Paid
661,1,1,11/21/2021,Staff salaries,67987.78,Elevator Tech,Bank Transfer,Pending
662,1,2,11/27/2021,Electricity bill,20593.77,Accounting Firm,Credit Card,Overdue
663,1,2,11/1/2021,Telecommunications,19821.82,Digital Media Group,Bank Transfer,Paid
664,1,2,11/20/2021,Telecommunications,13490.28,Housekeeping Supplies Ltd.,Credit Card,Paid
665,1,3,11/24/2021,Print advertising,3263.42,Delta Gas Company,Check,Paid
666,1,3,11/13/2021,Online advertising,8573.25,Kitchen Equipment Co.,Check,Pending
667,1,3,11/13/2021,Online advertising,9197.95,Professional Development,Bank Transfer,Paid
668,1,3,11/18/2021,Print advertising,3363.2,Tech Solutions,Bank Transfer,Paid
669,1,4,11/6/2021,Building maintenance,4921.39,Restaurant Supply,Bank Transfer,Paid
670,1,4,11/11/2021,Elevator service,7679.05,Certification Center,Bank Transfer,Paid
671,1,5,11/5/2021,Restaurant supplies,17267.14,Telecom Egypt,Bank Transfer,Paid
672,1,5,11/7/2021,Beverage purchases,23642.68,Food Distributors Egypt,Credit Card,Paid
673,1,5,11/16/2021,Kitchen equipment,26403.61,Software Corp.,Cash,Paid
674,1,5,11/16/2021,Food supplies,12596.68,Laundry Services,Cash,Paid
675,1,6,11/5/2021,Sanitization products,3492.76,Property Guard,Credit Card,Paid
676,1,6,11/15/2021,Cleaning chemicals,3965.49,Training Institute,Check,Pending
677,1,6,11/27/2021,Laundry supplies,4820.87,Delta Gas Company,Bank Transfer,Paid
678,1,7,11/4/2021,Property insurance,7412.97,Municipal Water Authority,Credit Card,Paid
679,1,7,11/22/2021,Equipment insurance,6952.7,Elevator Tech,Check,Paid
680,1,7,11/23/2021,Liability insurance,10626.5,Liability Solutions,Check,Paid
681,1,7,11/21/2021,Property insurance,4938.21,Training Institute,Bank Transfer,Paid
682,1,8,11/21/2021,IT support,5666.19,HVAC Systems Ltd.,Cash,Paid
683,1,8,11/20/2021,System upgrades,6084.32,Insurance Group Egypt,Credit Card,Paid
684,1,8,11/15/2021,IT support,7047.94,Building Services Co.,Credit Card,Pending
685,1,9,11/17/2021,External trainers,2356.63,Maintenance Plus,Credit Card,Paid
686,1,9,11/18/2021,Certification courses,1581.33,Laundry Services,Bank Transfer,Paid
687,1,9,11/27/2021,Staff training programs,1286.85,Restaurant Supply,Credit Card,Overdue
688,1,10,11/8/2021,Legal fees,7536.75,Maintenance Plus,Credit Card,Paid
689,1,10,11/18/2021,Office supplies,2399.82,Marketing Solutions Ltd.,Cash,Paid
690,1,1,12/1/2021,Overtime payments,90512.25,Education Plus,Bank Transfer,Pending
691,1,1,12/12/2021,Bonus payments,122279.32,Housekeeping Supplies Ltd.,Bank Transfer,Paid
692,1,2,12/17/2021,Gas bill,9590.87,Damietta Electric Co.,Check,Paid
693,1,2,12/6/2021,Electricity bill,17759.63,Liability Solutions,Bank Transfer,Paid
694,1,2,12/4/2021,Gas bill,10533.89,Tech Solutions,Bank Transfer,Paid
695,1,2,12/5/2021,Water bill,14403.09,Telecom Egypt,Check,Paid
696,1,3,12/8/2021,Promotional materials,4928.31,Tech Solutions,Bank Transfer,Paid
697,1,3,12/15/2021,Online advertising,3345.95,Creative Agency,Check,Paid
698,1,4,12/12/2021,HVAC maintenance,6714.11,Employee Benefits Co.,Cash,Pending
699,1,4,12/21/2021,Elevator service,4567.03,Maintenance Plus,Check,Overdue
700,1,5,12/15/2021,Beverage purchases,17772.08,Cleaning Solutions,Credit Card,Paid
701,1,5,12/16/2021,Kitchen equipment,9131.34,IT Support Services,Bank Transfer,Paid
702,1,5,12/14/2021,Kitchen equipment,21155.02,Housekeeping Supplies Ltd.,Bank Transfer,Paid
703,1,6,12/19/2021,Housekeeping supplies,1693.49,HVAC Systems Ltd.,Credit Card,Paid
704,1,6,12/24/2021,Sanitization products,3328.96,System Integrators,Cash,Paid
705,1,6,12/19/2021,Cleaning chemicals,3630.14,Professional Development,Cash,Paid
706,1,7,12/26/2021,Employee insurance,5074.12,Education Plus,Credit Card,Pending
707,1,7,12/8/2021,Equipment insurance,5917.44,Bank of Egypt,Credit Card,Pending
708,1,7,12/24/2021,Liability insurance,6314.2,Tech Solutions,Bank Transfer,Paid
709,1,7,12/19/2021,Equipment insurance,8615.8,Building Services Co.,Bank Transfer,Paid
710,1,8,12/7/2021,IT support,4021.54,Professional Development,Cash,Paid
711,1,8,12/25/2021,Software licenses,6966.6,Tech Solutions,Check,Paid
712,1,8,12/26/2021,Software licenses,5100.56,Maintenance Plus,Cash,Paid
713,1,9,12/22/2021,External trainers,2349.97,Training Institute,Check,Paid
714,1,9,12/10/2021,External trainers,2441.76,Delta Gas Company,Cash,Paid
715,1,10,12/17/2021,Legal fees,4406.2,Education Plus,Check,Paid
716,1,10,12/11/2021,Legal fees,4647.22,Professional Development,Credit Card,Paid
717,1,1,1/23/2022,Bonus payments,127686.09,Software Corp.,Cash,Paid
718,1,1,1/13/2022,Bonus payments,64708.42,Training Institute,Check,Paid
719,1,2,1/20/2022,Electricity bill,11439.56,Delta Gas Company,Bank Transfer,Paid
720,1,2,1/9/2022,Water bill,8323.71,Marketing Solutions Ltd.,Cash,Paid
721,1,2,1/17/2022,Gas bill,11364.17,Creative Agency,Cash,Paid
722,1,2,1/19/2022,Gas bill,9008.9,Digital Media Group,Check,Paid
723,1,3,1/7/2022,Print advertising,8014.29,Laundry Services,Bank Transfer,Paid
724,1,3,1/11/2022,Online advertising,4616.1,Digital Media Group,Bank Transfer,Overdue
725,1,3,1/14/2022,Print advertising,4523.48,Training Institute,Credit Card,Paid
726,1,3,1/25/2022,Print advertising,4899.21,Sanitech Co.,Cash,Paid
727,1,4,1/16/2022,Elevator service,2982.59,Telecom Egypt,Bank Transfer,Paid
728,1,4,1/15/2022,Elevator service,2630.04,Insurance Group Egypt,Check,Pending
729,1,4,1/25/2022,Building maintenance,4848.01,Marketing Solutions Ltd.,Check,Pending
730,1,4,1/28/2022,Equipment repair,2536.15,Employee Benefits Co.,Cash,Paid
731,1,5,1/23/2022,Kitchen equipment,23482.76,Creative Agency,Cash,Paid
732,1,5,1/24/2022,Beverage purchases,19828.17,Training Institute,Bank Transfer,Paid
733,1,5,1/5/2022,Restaurant supplies,10139.11,System Integrators,Credit Card,Pending
734,1,6,1/8/2022,Laundry supplies,4020.99,Restaurant Supply,Credit Card,Paid
735,1,6,1/10/2022,Cleaning chemicals,2841.13,Marketing Solutions Ltd.,Credit Card,Paid
736,1,7,1/12/2022,Employee insurance,3351.04,HVAC Systems Ltd.,Bank Transfer,Paid
737,1,7,1/2/2022,Equipment insurance,7335.98,Digital Media Group,Credit Card,Paid
738,1,7,1/7/2022,Employee insurance,10809.9,Maintenance Plus,Bank Transfer,Paid
739,1,7,1/17/2022,Liability insurance,4433.62,Maintenance Plus,Credit Card,Paid
740,1,8,1/6/2022,Software licenses,4988.09,Education Plus,Cash,Overdue
741,1,8,1/12/2022,Software licenses,5900.21,HVAC Systems Ltd.,Bank Transfer,Paid
742,1,8,1/7/2022,IT support,3853.32,Sanitech Co.,Check,Paid
743,1,9,1/19/2022,Staff training programs,1931.45,Delta Gas Company,Check,Paid
744,1,9,1/27/2022,Training materials,2925.54,Digital Media Group,Credit Card,Pending
745,1,9,1/7/2022,Staff training programs,762.44,Kitchen Equipment Co.,Check,Paid
746,1,10,1/12/2022,Bank charges,2864.07,Print House Co.,Credit Card,Paid
747,1,10,1/14/2022,Legal fees,2067.04,Kitchen Equipment Co.,Cash,Paid
748,1,10,1/24/2022,Legal fees,1569.97,Accounting Firm,Bank Transfer,Paid
749,1,10,1/12/2022,Bank charges,5701.21,Tech Solutions,Credit Card,Paid
750,1,1,2/3/2022,Bonus payments,94273.58,Municipal Water Authority,Cash,Paid
751,1,1,2/9/2022,Overtime payments,148464.62,Municipal Water Authority,Bank Transfer,Paid
752,1,2,2/6/2022,Gas bill,12597.25,Office Depot Egypt,Cash,Paid
753,1,2,2/6/2022,Electricity bill,22782.28,Tech Solutions,Credit Card,Paid
754,1,2,2/16/2022,Electricity bill,10300.19,Elevator Tech,Bank Transfer,Pending
755,1,2,2/22/2022,Telecommunications,17961.29,Liability Solutions,Credit Card,Paid
756,1,3,2/27/2022,Promotional materials,10308.84,Professional Development,Cash,Paid
757,1,3,2/22/2022,Print advertising,3662.31,Kitchen Equipment Co.,Check,Paid
758,1,3,2/5/2022,Promotional materials,13625.64,Delta Gas Company,Cash,Paid
759,1,3,2/5/2022,Online advertising,8172.25,Tech Solutions,Check,Paid
760,1,4,2/11/2022,Elevator service,2755.39,Telecom Egypt,Cash,Paid
761,1,4,2/4/2022,Building maintenance,6943.79,Telecom Egypt,Cash,Paid
762,1,4,2/12/2022,Equipment repair,5478.35,Tech Solutions,Credit Card,Pending
763,1,4,2/13/2022,Building maintenance,4468.69,Elevator Tech,Bank Transfer,Paid
764,1,5,2/3/2022,Restaurant supplies,12667.22,Food Distributors Egypt,Credit Card,Paid
765,1,5,2/18/2022,Kitchen equipment,23870.01,Employee Benefits Co.,Credit Card,Paid
766,1,5,2/11/2022,Restaurant supplies,9203.91,Software Corp.,Check,Paid
767,1,6,2/22/2022,Sanitization products,4921,Legal Associates,Credit Card,Paid
768,1,6,2/4/2022,Laundry supplies,1705.81,Property Guard,Credit Card,Paid
769,1,7,2/3/2022,Liability insurance,8240.04,Education Plus,Check,Paid
770,1,7,2/2/2022,Property insurance,11207.01,Education Plus,Bank Transfer,Paid
771,1,7,2/24/2022,Property insurance,6784.93,Accounting Firm,Cash,Paid
772,1,7,2/24/2022,Liability insurance,10164.01,Marketing Solutions Ltd.,Cash,Paid
773,1,8,2/3/2022,Software licenses,5975.98,Office Depot Egypt,Credit Card,Pending
774,1,8,2/23/2022,System upgrades,2945.61,Tech Solutions,Check,Pending
775,1,8,2/27/2022,IT support,2784.83,Building Services Co.,Bank Transfer,Paid
776,1,8,2/8/2022,System upgrades,2006.28,Delta Gas Company,Credit Card,Paid
777,1,9,2/15/2022,External trainers,1303.86,Digital Media Group,Bank Transfer,Paid
778,1,9,2/20/2022,External trainers,2620.81,Tech Solutions,Cash,Paid
779,1,10,2/25/2022,Office supplies,5800.39,Municipal Water Authority,Credit Card,Pending
780,1,10,2/10/2022,Bank charges,6209.04,Tech Solutions,Check,Paid
781,1,10,2/22/2022,Office supplies,4216.68,Software Corp.,Cash,Paid
782,1,1,3/18/2022,Staff salaries,110582.37,Sanitech Co.,Cash,Paid
783,1,1,3/5/2022,Overtime payments,76012.24,Municipal Water Authority,Check,Paid
784,1,1,3/24/2022,Bonus payments,105600.75,Tech Solutions,Bank Transfer,Paid
785,1,1,3/22/2022,Management salaries,133098.01,System Integrators,Credit Card,Paid
786,1,2,3/24/2022,Gas bill,19882.03,Tech Solutions,Check,Paid
787,1,2,3/14/2022,Water bill,14249.08,Tech Solutions,Bank Transfer,Pending
788,1,2,3/28/2022,Water bill,21041.4,Kitchen Equipment Co.,Bank Transfer,Paid
789,1,3,3/2/2022,Print advertising,13068.79,Sanitech Co.,Cash,Paid
790,1,3,3/8/2022,Print advertising,11909.18,Software Corp.,Cash,Paid
791,1,4,3/7/2022,HVAC maintenance,6856.76,Food Distributors Egypt,Check,Paid
792,1,4,3/13/2022,Building maintenance,5872.41,Education Plus,Bank Transfer,Paid
793,1,4,3/19/2022,HVAC maintenance,6096.24,Sanitech Co.,Bank Transfer,Paid
794,1,5,3/4/2022,Kitchen equipment,17636.34,Employee Benefits Co.,Cash,Paid
795,1,5,3/1/2022,Kitchen equipment,14068.61,HVAC Systems Ltd.,Credit Card,Paid
796,1,5,3/15/2022,Kitchen equipment,17509.54,Creative Agency,Bank Transfer,Pending
797,1,5,3/10/2022,Kitchen equipment,23064.22,Property Guard,Credit Card,Paid
798,1,6,3/27/2022,Housekeeping supplies,3065.88,Education Plus,Cash,Paid
799,1,6,3/22/2022,Housekeeping supplies,2310.99,Legal Associates,Check,Paid
800,1,6,3/8/2022,Laundry supplies,4402.09,Creative Agency,Bank Transfer,Paid
801,1,7,3/20/2022,Equipment insurance,5209.33,Liability Solutions,Credit Card,Paid
802,1,7,3/16/2022,Liability insurance,10661.23,Food Distributors Egypt,Credit Card,Paid
803,1,7,3/4/2022,Liability insurance,11981.15,Municipal Water Authority,Check,Paid
804,1,7,3/8/2022,Employee insurance,10595.11,Elevator Tech,Check,Paid
805,1,8,3/26/2022,Software licenses,2653.39,Creative Agency,Credit Card,Paid
806,1,8,3/24/2022,Software licenses,4842.65,Professional Development,Check,Paid
807,1,8,3/9/2022,IT support,3236.73,Beverage Suppliers,Check,Paid
808,1,8,3/28/2022,IT support,4561.24,Office Depot Egypt,Check,Paid
809,1,9,3/21/2022,External trainers,684.63,Certification Center,Credit Card,Paid
810,1,9,3/11/2022,External trainers,1048.45,Sanitech Co.,Credit Card,Paid
811,1,10,3/9/2022,Office supplies,3595.22,Office Depot Egypt,Check,Paid
812,1,10,3/12/2022,Office supplies,3962.25,System Integrators,Check,Paid
813,1,10,3/6/2022,Office supplies,7659.96,Property Guard,Cash,Paid
814,1,1,4/8/2022,Staff salaries,87543.96,Digital Media Group,Check,Paid
815,1,1,4/15/2022,Overtime payments,53848.19,Housekeeping Supplies Ltd.,Cash,Paid
816,1,1,4/8/2022,Management salaries,121416.28,Property Guard,Check,Overdue
817,1,2,4/28/2022,Water bill,21720.62,Restaurant Supply,Bank Transfer,Paid
818,1,2,4/25/2022,Gas bill,24658.64,Liability Solutions,Credit Card,Paid
819,1,2,4/10/2022,Telecommunications,13337.96,Software Corp.,Check,Paid
820,1,2,4/25/2022,Water bill,8360.6,Accounting Firm,Check,Paid
821,1,3,4/10/2022,Social media marketing,5690.19,Marketing Solutions Ltd.,Check,Paid
822,1,3,4/2/2022,Online advertising,12810.14,Elevator Tech,Cash,Pending
823,1,3,4/5/2022,Social media marketing,11399.83,Beverage Suppliers,Check,Paid
824,1,3,4/21/2022,Promotional materials,5639.99,IT Support Services,Check,Paid
825,1,4,4/28/2022,HVAC maintenance,8048.71,Cleaning Solutions,Credit Card,Paid
826,1,4,4/27/2022,Elevator service,9254.04,Laundry Services,Cash,Paid
827,1,5,4/15/2022,Beverage purchases,21286.46,Delta Gas Company,Cash,Pending
828,1,5,4/28/2022,Kitchen equipment,18141.76,Sanitech Co.,Bank Transfer,Pending
829,1,6,4/27/2022,Sanitization products,4842.83,Restaurant Supply,Credit Card,Paid
830,1,6,4/22/2022,Housekeeping supplies,2217.23,Bank of Egypt,Cash,Paid
831,1,7,4/6/2022,Employee insurance,4931.29,Property Guard,Cash,Paid
832,1,7,4/16/2022,Employee insurance,3958.34,Delta Gas Company,Bank Transfer,Paid
833,1,8,4/17/2022,System upgrades,7671.3,Marketing Solutions Ltd.,Credit Card,Pending
834,1,8,4/27/2022,Software licenses,4688.54,Delta Gas Company,Cash,Paid
835,1,8,4/8/2022,System upgrades,2868.4,Beverage Suppliers,Check,Paid
836,1,8,4/7/2022,Hardware purchases,5394.95,Cleaning Solutions,Credit Card,Paid
837,1,9,4/28/2022,Training materials,2451.63,Housekeeping Supplies Ltd.,Check,Paid
838,1,9,4/5/2022,Training materials,650.23,IT Support Services,Bank Transfer,Pending
839,1,10,4/22/2022,Office supplies,3164.44,Property Guard,Credit Card,Paid
840,1,10,4/1/2022,Legal fees,2463.07,Education Plus,Credit Card,Paid
841,1,10,4/16/2022,Bank charges,3325.48,Print House Co.,Credit Card,Paid
842,1,10,4/22/2022,Office supplies,3138.47,Sanitech Co.,Bank Transfer,Paid
843,1,1,5/24/2022,Staff salaries,64760.62,Property Guard,Bank Transfer,Paid
844,1,1,5/8/2022,Overtime payments,139569.38,Damietta Electric Co.,Credit Card,Paid
845,1,2,5/1/2022,Telecommunications,5253.34,Building Services Co.,Credit Card,Paid
846,1,2,5/15/2022,Gas bill,23490.61,Education Plus,Credit Card,Paid
847,1,3,5/21/2022,Online advertising,12679.94,Creative Agency,Cash,Paid
848,1,3,5/5/2022,Social media marketing,13447.73,Print House Co.,Check,Paid
849,1,3,5/7/2022,Print advertising,4318.78,Marketing Solutions Ltd.,Credit Card,Paid
850,1,3,5/11/2022,Online advertising,3746.64,Print House Co.,Bank Transfer,Paid
851,1,4,5/28/2022,Equipment repair,7593.85,Certification Center,Check,Paid
852,1,4,5/14/2022,Equipment repair,8189.97,Building Services Co.,Check,Paid
853,1,5,5/9/2022,Food supplies,9986.37,Sanitech Co.,Bank Transfer,Paid
854,1,5,5/3/2022,Beverage purchases,27093.41,Food Distributors Egypt,Check,Paid
855,1,6,5/1/2022,Sanitization products,4517,Digital Media Group,Bank Transfer,Paid
856,1,6,5/2/2022,Cleaning chemicals,3540.05,Telecom Egypt,Cash,Paid
857,1,6,5/10/2022,Sanitization products,2619.41,Professional Development,Cash,Paid
858,1,6,5/9/2022,Housekeeping supplies,2469.6,Laundry Services,Credit Card,Paid
859,1,7,5/17/2022,Employee insurance,11440.09,Laundry Services,Check,Paid
860,1,7,5/12/2022,Property insurance,3245.24,Kitchen Equipment Co.,Bank Transfer,Paid
861,1,7,5/11/2022,Equipment insurance,8338.8,Legal Associates,Bank Transfer,Paid
862,1,8,5/24/2022,Software licenses,5525.48,System Integrators,Check,Paid
863,1,8,5/19/2022,Software licenses,5793.58,Beverage Suppliers,Cash,Paid
864,1,9,5/20/2022,Certification courses,1740.07,Sanitech Co.,Credit Card,Paid
865,1,9,5/18/2022,Certification courses,1426.44,Damietta Electric Co.,Credit Card,Paid
866,1,10,5/7/2022,Office supplies,7111.81,Marketing Solutions Ltd.,Bank Transfer,Paid
867,1,10,5/22/2022,Legal fees,4224.65,Kitchen Equipment Co.,Credit Card,Paid
868,1,10,5/18/2022,Bank charges,7954.63,Certification Center,Credit Card,Paid
869,1,1,6/13/2022,Management salaries,57509.25,Employee Benefits Co.,Cash,Paid
870,1,1,6/25/2022,Overtime payments,122187.05,Cleaning Solutions,Cash,Paid
871,1,2,6/1/2022,Telecommunications,17949.22,Certification Center,Check,Paid
872,1,2,6/10/2022,Gas bill,8822.62,Creative Agency,Bank Transfer,Paid
873,1,2,6/23/2022,Telecommunications,16171.22,Accounting Firm,Check,Paid
874,1,2,6/25/2022,Telecommunications,18096.72,Beverage Suppliers,Credit Card,Paid
875,1,3,6/5/2022,Print advertising,12308.48,Print House Co.,Bank Transfer,Paid
876,1,3,6/20/2022,Promotional materials,6306.44,Education Plus,Check,Pending
877,1,3,6/1/2022,Print advertising,10823.78,Restaurant Supply,Cash,Paid
878,1,4,6/16/2022,Elevator service,8825.99,Employee Benefits Co.,Bank Transfer,Paid
879,1,4,6/3/2022,Elevator service,7044.69,HVAC Systems Ltd.,Credit Card,Pending
880,1,4,6/18/2022,Building maintenance,1932.65,Marketing Solutions Ltd.,Check,Paid
881,1,4,6/20/2022,Building maintenance,5828.1,Certification Center,Cash,Paid
882,1,5,6/7/2022,Food supplies,27913.81,Food Distributors Egypt,Check,Paid
883,1,5,6/9/2022,Beverage purchases,19507.88,Telecom Egypt,Cash,Paid
884,1,5,6/10/2022,Food supplies,18345.66,Tech Solutions,Check,Overdue
885,1,6,6/3/2022,Cleaning chemicals,4424.83,Property Guard,Check,Paid
886,1,6,6/1/2022,Sanitization products,3844.86,Software Corp.,Check,Paid
887,1,7,6/28/2022,Property insurance,3591.03,Marketing Solutions Ltd.,Cash,Paid
888,1,7,6/19/2022,Equipment insurance,11347.85,Bank of Egypt,Cash,Paid
889,1,7,6/19/2022,Equipment insurance,9159.49,Laundry Services,Check,Paid
890,1,8,6/16/2022,IT support,6792.15,Creative Agency,Bank Transfer,Overdue
891,1,8,6/13/2022,Software licenses,3060.54,Sanitech Co.,Check,Paid
892,1,8,6/22/2022,System upgrades,4949.58,Marketing Solutions Ltd.,Bank Transfer,Paid
893,1,9,6/10/2022,External trainers,694.94,Property Guard,Credit Card,Paid
894,1,9,6/12/2022,Training materials,1595.18,HVAC Systems Ltd.,Credit Card,Pending
895,1,9,6/17/2022,External trainers,2708.49,IT Support Services,Credit Card,Paid
896,1,9,6/6/2022,Certification courses,1933.8,Print House Co.,Cash,Paid
897,1,10,6/27/2022,Bank charges,5116.7,Restaurant Supply,Credit Card,Paid
898,1,10,6/9/2022,Office supplies,2799.8,Housekeeping Supplies Ltd.,Check,Pending
899,1,1,7/26/2022,Management salaries,125234.38,Housekeeping Supplies Ltd.,Cash,Paid
900,1,1,7/16/2022,Overtime payments,56237.55,Digital Media Group,Bank Transfer,Paid
901,1,2,7/11/2022,Electricity bill,13493.25,Digital Media Group,Credit Card,Pending
902,1,2,7/20/2022,Electricity bill,7559.6,Legal Associates,Cash,Paid
903,1,3,7/14/2022,Online advertising,5395.18,Sanitech Co.,Bank Transfer,Paid
904,1,3,7/3/2022,Print advertising,14579.46,Liability Solutions,Credit Card,Paid
905,1,4,7/11/2022,Elevator service,4101.49,Restaurant Supply,Cash,Paid
906,1,4,7/23/2022,Elevator service,7858.01,Elevator Tech,Credit Card,Paid
907,1,5,7/1/2022,Kitchen equipment,22296.78,Tech Solutions,Cash,Paid
908,1,5,7/25/2022,Restaurant supplies,16585.12,Training Institute,Credit Card,Pending
909,1,5,7/23/2022,Food supplies,10305.56,Certification Center,Credit Card,Paid
910,1,5,7/6/2022,Restaurant supplies,21609.02,Municipal Water Authority,Check,Paid
911,1,6,7/10/2022,Sanitization products,4425.88,Municipal Water Authority,Bank Transfer,Paid
912,1,6,7/8/2022,Laundry supplies,3349.59,Office Depot Egypt,Cash,Paid
913,1,7,7/9/2022,Property insurance,8725.55,Telecom Egypt,Credit Card,Paid
914,1,7,7/4/2022,Employee insurance,3138.62,Education Plus,Bank Transfer,Pending
915,1,7,7/28/2022,Employee insurance,11752.21,Education Plus,Bank Transfer,Paid
916,1,7,7/22/2022,Employee insurance,10573.38,Creative Agency,Cash,Paid
917,1,8,7/19/2022,System upgrades,4669.16,Accounting Firm,Bank Transfer,Paid
918,1,8,7/4/2022,Software licenses,2754.39,Training Institute,Bank Transfer,Paid
919,1,8,7/17/2022,IT support,7239.26,Elevator Tech,Check,Paid
920,1,9,7/9/2022,External trainers,2699.24,HVAC Systems Ltd.,Cash,Paid
921,1,9,7/28/2022,Training materials,1764.58,Creative Agency,Credit Card,Paid
922,1,9,7/28/2022,Certification courses,500.95,Housekeeping Supplies Ltd.,Bank Transfer,Paid
923,1,9,7/3/2022,External trainers,1170.61,Delta Gas Company,Check,Paid
924,1,10,7/2/2022,Legal fees,5026.81,Training Institute,Bank Transfer,Paid
925,1,10,7/6/2022,Legal fees,1791.79,Accounting Firm,Cash,Paid
926,1,10,7/15/2022,Bank charges,3012.51,Employee Benefits Co.,Bank Transfer,Paid
927,1,1,8/5/2022,Staff salaries,98623.79,Restaurant Supply,Bank Transfer,Paid
928,1,1,8/17/2022,Overtime payments,94323.78,Digital Media Group,Credit Card,Pending
929,1,1,8/10/2022,Staff salaries,57061.46,Professional Development,Check,Paid
930,1,1,8/4/2022,Overtime payments,55019.37,IT Support Services,Cash,Paid
931,1,2,8/9/2022,Electricity bill,14699.83,System Integrators,Cash,Pending
932,1,2,8/12/2022,Gas bill,18119.62,Marketing Solutions Ltd.,Credit Card,Paid
933,1,3,8/11/2022,Online advertising,4363.87,Maintenance Plus,Cash,Paid
934,1,3,8/3/2022,Promotional materials,7476.98,Software Corp.,Bank Transfer,Pending
935,1,4,8/24/2022,Elevator service,5715.48,Office Depot Egypt,Bank Transfer,Pending
936,1,4,8/6/2022,Equipment repair,6990.22,Marketing Solutions Ltd.,Check,Pending
937,1,4,8/15/2022,Elevator service,6895.77,Office Depot Egypt,Credit Card,Paid
938,1,4,8/27/2022,Building maintenance,5208.93,Digital Media Group,Credit Card,Paid
939,1,5,8/6/2022,Beverage purchases,21315.4,Education Plus,Check,Paid
940,1,5,8/27/2022,Food supplies,27122,Training Institute,Credit Card,Paid
941,1,5,8/25/2022,Food supplies,18135.84,Laundry Services,Credit Card,Paid
942,1,6,8/21/2022,Cleaning chemicals,4911.28,Food Distributors Egypt,Bank Transfer,Pending
943,1,6,8/26/2022,Housekeeping supplies,1999.07,Laundry Services,Credit Card,Paid
944,1,6,8/2/2022,Housekeeping supplies,2902.41,Municipal Water Authority,Cash,Paid
945,1,7,8/12/2022,Property insurance,10099.51,Employee Benefits Co.,Cash,Paid
946,1,7,8/14/2022,Employee insurance,11864.48,Restaurant Supply,Credit Card,Paid
947,1,8,8/4/2022,IT support,3794.65,Accounting Firm,Check,Paid
948,1,8,8/23/2022,System upgrades,2267.4,Employee Benefits Co.,Credit Card,Paid
949,1,8,8/2/2022,Hardware purchases,7480.02,Telecom Egypt,Credit Card,Overdue
950,1,8,8/19/2022,System upgrades,6462.72,Insurance Group Egypt,Credit Card,Paid
951,1,9,8/27/2022,Staff training programs,1003.52,Software Corp.,Bank Transfer,Pending
952,1,9,8/19/2022,External trainers,709.92,Sanitech Co.,Check,Paid
953,1,10,8/15/2022,Office supplies,4449.84,Insurance Group Egypt,Credit Card,Pending
954,1,10,8/24/2022,Bank charges,4874.67,Accounting Firm,Bank Transfer,Paid
955,1,10,8/12/2022,Legal fees,1644.65,Print House Co.,Check,Paid
956,1,10,8/22/2022,Accounting services,6761.67,Print House Co.,Check,Paid
957,1,1,9/21/2022,Management salaries,95050.77,Restaurant Supply,Check,Paid
958,1,1,9/14/2022,Staff salaries,120114.91,Kitchen Equipment Co.,Bank Transfer,Paid
959,1,1,9/14/2022,Management salaries,68861.02,Legal Associates,Check,Paid
960,1,1,9/8/2022,Overtime payments,122357.76,Kitchen Equipment Co.,Check,Pending
961,1,2,9/2/2022,Water bill,18210.26,Property Guard,Credit Card,Paid
962,1,2,9/7/2022,Electricity bill,18999.79,Marketing Solutions Ltd.,Bank Transfer,Pending
963,1,2,9/13/2022,Gas bill,16930.79,Creative Agency,Cash,Paid
964,1,2,9/12/2022,Electricity bill,20884.06,Building Services Co.,Check,Paid
965,1,3,9/21/2022,Online advertising,9689.13,Certification Center,Bank Transfer,Overdue
966,1,3,9/9/2022,Print advertising,7089.74,Beverage Suppliers,Bank Transfer,Paid
967,1,3,9/7/2022,Print advertising,8202.76,Digital Media Group,Credit Card,Paid
968,1,4,9/12/2022,Building maintenance,3617.92,Kitchen Equipment Co.,Credit Card,Paid
969,1,4,9/5/2022,Equipment repair,6959.34,Certification Center,Bank Transfer,Paid
970,1,4,9/3/2022,Building maintenance,1917.87,Digital Media Group,Bank Transfer,Paid
971,1,4,9/11/2022,Building maintenance,6839.59,Creative Agency,Credit Card,Paid
